ESTADO,MUNICíPIO,VOTOS VALIDOS,VOTOS VALIDOS PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL
SC,Capivari de Baixo,13910,100.00000000000001,229,1.58,331,2.29,3249,18.34
SC,Catanduvas,6695,100.00000000000001,66,0.97,67,0.98,1380,16.81
SC,Caxambu do Sul,3624,100.0,45,1.21,46,1.24,649,14.87
SC,Celso Ramos,2106,99.99999999999999,35,1.61,40,1.83,399,15.47
SC,Cerro Negro,2525,100.00000000000001,45,1.71,57,2.17,582,18.14
SC,Chapadão do Lageado,2209,99.98,19,0.84,36,1.59,300,11.70
SC,Chapecó,128059,99.99999999999997,1644,1.25,2002,1.52,28536,17.81
SC,Cocal do Sul,10976,100.01000000000002,176,1.53,302,2.64,2886,20.13
SC,Concórdia,47078,99.99000000000001,719,1.47,895,1.84,10818,18.18
SC,Cordilheira Alta,3348,100.0,38,1.11,44,1.28,579,14.44
SC,Coronel Freitas,6693,99.99000000000001,111,1.61,94,1.36,1249,15.33
SC,Coronel Martins,1668,99.99999999999999,28,1.63,19,1.11,252,12.81
SC,Correia Pinto,9584,100.00000000000001,178,1.79,167,1.68,1937,16.32
SC,Corupá,9592,100.0,149,1.50,244,2.44,1475,12.87
SC,Criciúma,117431,99.98,1936,1.58,2746,2.25,30921,20.21
SC,Cunha Porã,7313,100.00000000000001,111,1.47,128,1.69,992,11.61
SC,Cunhataí,1510,100.0,22,1.41,22,1.42,207,11.75
SC,Curitibanos,22986,99.98999999999998,529,2.20,511,2.13,7386,23.51
SC,Descanso,5755,99.99999999999999,85,1.43,95,1.60,1081,15.41
SC,Dionísio Cerqueira,8502,100.00000000000001,103,1.19,112,1.28,2934,25.18
SC,Dona Emma,2599,100.0,34,1.26,67,2.48,522,16.20
SC,Doutor Pedrinho,2435,100.00000000000001,29,1.17,29,1.16,516,17.15
SC,Entre Rios,2374,99.98999999999998,26,1.06,44,1.80,529,17.79
SC,Ermo,1911,100.0,29,1.48,29,1.47,238,10.78
SC,Erval Velho,3205,100.00999999999999,43,1.31,37,1.13,678,17.11
SC,Faxinal dos Guedes,7221,99.98000000000002,88,1.19,116,1.56,1428,16.13
SC,Flor do Sertão,1395,99.97999999999996,24,1.66,26,1.80,286,16.52
SC,Florianópolis,320467,99.98999999999998,4142,1.25,6817,2.06,72130,17.87
SC,Formosa do Sul,1956,100.00999999999999,38,1.89,21,1.04,388,16.15
SC,Forquilhinha,16917,100.02000000000001,286,1.64,284,1.62,3293,15.85
SC,Fraiburgo,20615,99.98000000000002,450,2.09,431,2.01,6387,22.91
SC,Frei Rogério,1773,99.99000000000001,34,1.85,36,1.95,429,18.88
SC,Galvão,2252,100.00000000000001,35,1.52,25,1.08,399,14.72
SC,Garopaba,16786,100.01,267,1.53,349,2.01,3813,17.97
SC,Garuva,9381,99.99000000000002,136,1.41,157,1.62,2069,17.62
SC,Gaspar,38531,99.99000000000002,591,1.48,824,2.06,9367,18.99
SC,Governador Celso Ramos,11847,100.02,174,1.42,277,2.25,2363,16.12
SC,Grão-Pará,4636,99.99999999999999,80,1.66,116,2.40,767,13.70
SC,Gravatal,7318,100.00000000000001,96,1.27,119,1.58,1454,16.18
SC,Guabiruba,13526,99.97999999999999,261,1.85,328,2.32,1899,11.86
SC,Guaraciaba,7392,100.0,97,1.28,133,1.74,1421,15.71
SC,Guaramirim,25259,100.00000000000001,348,1.34,382,1.47,6147,19.13
SC,Guarujá do Sul,3152,99.99000000000002,45,1.38,60,1.84,748,18.68
SC,Guatambú,4837,100.00000000000001,67,1.34,80,1.61,859,14.70
SC,Herval D'Oeste,13221,99.99000000000001,176,1.30,157,1.16,3264,19.41
SC,Ibiam,1524,99.99999999999999,18,1.16,21,1.34,262,14.36
SC,Ibicaré,2409,99.99000000000001,29,1.18,37,1.49,509,17.06
SC,Ibirama,11427,100.00999999999999,155,1.31,270,2.28,3355,22.06
SC,Içara,32782,100.0,489,1.43,726,2.14,8204,19.44
SC,Ilhota,8814,99.99,106,1.15,235,2.57,2190,19.30
SC,Imaruí,7354,100.01000000000002,135,1.75,228,2.95,1823,19.11
SC,Imbituba,29013,99.98000000000002,445,1.47,762,2.52,9218,23.37
SC,Imbuia,4178,100.00000000000001,71,1.65,55,1.28,597,12.18
SC,Indaial,36848,100.01000000000002,572,1.49,937,2.44,10103,20.85
SC,Iomerê,2293,100.00000000000001,38,1.61,18,0.77,417,15.08
SC,Ipira,3082,99.98000000000003,46,1.44,64,2.01,648,16.88
SC,Iporã do Oeste,5959,99.99999999999999,125,2.02,109,1.76,1079,14.84
SC,Ipuaçu,4469,99.97999999999999,38,0.83,69,1.51,987,17.74
SC,Ipumirim,4925,100.0,74,1.46,68,1.34,976,16.15
SC,Iraceminha,3035,99.99,46,1.48,28,0.90,557,15.19
SC,Irani,6083,100.00999999999999,107,1.70,105,1.67,1218,16.21
SC,Irati,1686,99.99000000000002,23,1.32,32,1.84,305,14.91
SC,Irineópolis,6386,100.0,110,1.67,105,1.59,1419,17.69
SC,Itá,4798,99.99,48,0.97,94,1.90,1058,17.64
SC,Itaiópolis,12867,100.02000000000001,305,2.26,322,2.39,3495,20.57
SC,Itajaí,132299,99.99999999999999,1972,1.44,2859,2.08,28832,17.37
SC,Itapema,38327,100.00000000000001,470,1.19,648,1.64,10903,21.66
SC,Itapiranga,9891,99.99,155,1.51,166,1.63,2126,17.23
SC,Itapoá,13188,100.01,167,1.22,329,2.40,3830,21.87
SC,Ituporanga,15506,100.0,206,1.29,268,1.68,3069,16.11
SC,Jaborá,3201,100.0,43,1.31,38,1.16,518,13.63
SC,Jacinto Machado,7212,99.99000000000002,141,1.89,132,1.76,1615,17.75
SC,Jaguaruna,11865,100.00999999999999,174,1.43,195,1.59,2946,19.41
SC,Jaraguá do Sul,102563,99.99999999999999,1426,1.35,1821,1.72,17148,13.95
SC,Jardinópolis,1411,99.99999999999997,18,1.25,12,0.83,161,10.05
SC,Joaçaba,17838,99.99999999999997,185,1.02,223,1.22,4288,19.03
SC,Joinville,346632,99.99,4428,1.24,7311,2.04,71899,16.71
SC,José Boiteux,3403,99.99000000000001,50,1.42,56,1.60,784,18.26
SC,Jupiá,1843,100.0,21,1.11,30,1.58,242,11.33
SC,Lacerdópolis,1674,100.00000000000001,20,1.17,21,1.22,308,15.22
SC,Lages,96372,100.0,1895,1.90,1949,1.94,26047,20.63
SC,Laguna,27318,99.99,467,1.65,670,2.35,7393,20.62
SC,Lajeado Grande,1282,100.00999999999999,13,1.00,13,0.99,161,10.96
SC,Laurentino,4941,99.99999999999999,77,1.51,89,1.74,872,14.58
SC,Lauro Müller,9727,100.00999999999999,167,1.64,299,2.93,2085,16.98
SC,Lebon Régis,6524,100.0,132,1.94,146,2.15,2093,23.53
SC,Leoberto Leal,2627,100.01000000000002,61,2.23,49,1.79,442,13.90
SC,Lindóia do Sul,2885,99.99999999999997,55,1.84,58,1.93,638,17.55
SC,Lontras,7097,100.01,113,1.54,140,1.90,1646,18.30
SC,Luiz Alves,8250,99.99,89,1.05,135,1.59,1453,14.64
SC,Luzerna,4214,99.99,45,1.05,43,1.00,706,14.10
SC,Macieira,1441,99.99999999999997,18,1.22,25,1.68,286,16.16
SC,Mafra,33231,100.0,808,2.32,775,2.23,6633,16.00
SC,Major Gercino,2412,100.01999999999998,49,1.95,57,2.26,591,19.01
SC,Major Vieira,4698,99.99,93,1.91,94,1.92,1020,17.27
SC,Maracajá,5095,100.00000000000001,101,1.90,107,2.02,1008,15.97
SC,Maravilha,16072,100.0,221,1.33,239,1.45,3727,18.40
SC,Marema,1756,100.00000000000001,20,1.12,20,1.11,206,10.29
SC,Massaranduba,10705,100.01,126,1.14,214,1.94,1983,15.22
SC,Matos Costa,1825,99.99,33,1.74,36,1.90,568,23.07
SC,Meleiro,4988,100.0,40,0.78,67,1.32,953,15.76
SC,Mirim Doce,1901,99.99999999999999,27,1.38,31,1.58,360,15.52
SC,Modelo,2845,100.01000000000002,33,1.13,43,1.47,470,13.86
SC,Mondaí,6122,99.99999999999999,88,1.39,117,1.85,1352,17.61
SC,Monte Carlo,5392,100.00000000000001,128,2.28,85,1.52,1545,21.61
SC,Monte Castelo,5349,100.00000000000001,147,2.62,108,1.93,1555,21.72
SC,Morro Grande,2212,100.00000000000003,40,1.73,52,2.26,481,17.27
SC,Morro da Fumaça,10766,100.00000000000003,156,1.41,204,1.83,2344,17.40
SC,Navegantes,44176,100.0,727,1.59,955,2.08,15097,24.77
SC,Nova Erechim,3241,99.99000000000001,39,1.17,54,1.62,526,13.63
SC,Nova Itaberaba,3363,100.01,42,1.22,25,0.73,512,12.99
SC,Nova Trento,8634,100.0,203,2.24,252,2.77,1666,15.49
SC,Nova Veneza,9967,99.99000000000002,143,1.38,188,1.83,1891,15.51
SC,Novo Horizonte,2099,100.00000000000001,33,1.52,28,1.30,308,12.48
SC,Orleans,15074,99.99000000000001,244,1.56,325,2.08,3517,18.36
SC,Otacílio Costa,10630,100.02000000000001,128,1.17,207,1.89,2377,17.82
SC,Ouro,4712,99.99,64,1.32,81,1.67,957,16.46
SC,Ouro Verde,1612,100.00000000000001,21,1.26,25,1.51,354,17.59
SC,Paial,1552,99.99,23,1.44,18,1.13,343,17.72
SC,Painel,1957,99.99999999999999,21,1.04,36,1.79,484,19.38
SC,Palhoça,109685,100.0,2150,1.88,2917,2.54,26258,18.62
SC,Palma Sola,4400,99.99,55,1.22,60,1.33,1198,20.97
SC,Palmeira,2281,100.00000000000001,37,1.57,38,1.61,483,17.01
SC,Palmitos,9758,100.00000000000001,156,1.55,141,1.40,2151,17.62
SC,Papanduva,11689,99.99999999999999,287,2.36,220,1.80,2106,14.73
SC,Paraíso,2872,99.98,34,1.15,44,1.49,765,20.59
SC,Passo de Torres,5592,100.00999999999999,102,1.75,122,2.10,1456,20.02
SC,Passos Maia,2660,100.01,24,0.89,33,1.21,609,18.31
SC,Paulo Lopes,5393,100.0,94,1.67,133,2.37,990,14.98
SC,Pedras Grandes,3242,100.0,66,1.95,81,2.39,763,18.38
SC,Penha,17121,100.01,251,1.42,316,1.79,4457,20.13
SC,Peritiba,2293,99.99999999999999,29,1.23,37,1.57,381,13.91
SC,Pescaria Brava,6566,100.00999999999999,97,1.43,143,2.10,856,11.17
SC,Petrolândia,4532,99.99999999999999,72,1.53,97,2.06,692,12.83
SC,Pinhalzinho,12541,99.98,169,1.30,210,1.63,2122,14.11
SC,Pinheiro Preto,2302,100.00000000000001,31,1.31,34,1.44,427,15.28
SC,Piratuba,4203,99.98999999999997,59,1.36,77,1.77,731,14.42
SC,Planalto Alegre,2300,99.99999999999999,32,1.35,37,1.56,387,14.04
SC,Pomerode,20395,99.98000000000002,309,1.46,501,2.36,4702,18.15
SC,Ponte Alta,3157,100.00999999999998,64,1.94,71,2.16,854,20.60
SC,Ponte Alta do Norte,1930,99.99999999999999,38,1.89,47,2.33,598,22.89
SC,Ponte Serrada,6334,99.99999999999999,79,1.21,110,1.69,1427,17.95
SC,Porto Belo,12450,100.01000000000002,175,1.36,280,2.17,3869,23.07
SC,Porto União,19162,100.0,317,1.60,370,1.86,5866,22.81
SC,Pouso Redondo,9468,100.00000000000001,156,1.60,122,1.25,2062,17.46
SC,Praia Grande,5117,100.01,71,1.34,116,2.19,1045,16.46
SC,Presidente Castello Branco,1373,100.0,10,0.71,20,1.43,223,13.71
SC,Presidente Getúlio,10834,99.99,175,1.56,239,2.12,2351,17.29
SC,Presidente Nereu,1719,99.99999999999999,29,1.63,37,2.07,410,18.68
SC,Princesa,2074,100.01,31,1.46,25,1.17,429,16.76
SC,Quilombo,6804,99.99999999999999,105,1.50,97,1.38,1170,14.31
SC,Rancho Queimado,2611,100.01,54,1.99,49,1.81,425,13.54
SC,Rio Fortuna,3788,100.00000000000001,53,1.35,84,2.14,418,9.62
SC,Rio Negrinho,24054,99.99999999999999,499,1.99,530,2.11,7064,21.97
SC,Rio Rufino,1857,99.99999999999999,16,0.84,25,1.32,411,17.80
SC,Rio das Antas,4105,99.99,79,1.85,70,1.65,1040,19.64
SC,Rio do Campo,4399,99.99,45,1.00,75,1.66,763,14.45
SC,Rio do Oeste,4887,99.99000000000001,86,1.69,94,1.86,912,15.25
SC,Rio do Sul,39702,100.02000000000001,535,1.31,798,1.94,10256,20.00
SC,Rio dos Cedros,6988,99.99,108,1.49,173,2.38,1528,17.37
SC,Riqueza,3267,100.0,34,1.02,51,1.52,728,17.84
SC,Rodeio,7641,100.00000000000001,165,2.07,198,2.47,1773,18.13
SC,Romelândia,3269,99.99,70,2.06,61,1.79,526,13.40
SC,Salete,4915,100.00000000000001,72,1.42,78,1.54,989,16.34
SC,Saltinho,2582,99.99,50,1.87,42,1.57,611,18.60
SC,Salto Veloso,2796,100.0,37,1.27,76,2.61,551,15.92
SC,Sangão,6770,100.00000000000003,78,1.12,110,1.58,1479,17.53
SC,Santa Cecília,9089,100.00999999999999,241,2.53,201,2.11,3478,26.74
SC,Santa Helena,1904,99.99999999999999,34,1.73,29,1.47,296,13.08
SC,Santa Rosa de Lima,1632,100.0,32,1.88,42,2.46,272,13.75
SC,Santa Rosa do Sul,5953,99.99000000000001,90,1.47,94,1.53,1283,17.29
SC,Santa Terezinha,5296,100.00999999999998,93,1.69,93,1.70,1087,16.55
SC,Santa Terezinha do Progresso,1855,100.0,49,2.54,26,1.35,523,21.32
SC,Santiago do Sul,1212,100.0,24,1.91,24,1.90,182,12.62
SC,Santo Amaro da Imperatriz,15589,99.99999999999997,257,1.58,403,2.48,2790,14.65
SC,São Bento do Sul,49139,99.99000000000002,938,1.83,1128,2.20,11810,18.74
SC,São Bernardino,2049,99.99999999999999,16,0.77,33,1.57,360,14.65
SC,São Bonifácio,2275,99.98000000000003,52,2.17,70,2.92,378,13.62
SC,São Carlos,6819,100.0,101,1.44,105,1.49,1223,14.83
SC,São Cristóvão do Sul,2631,99.99999999999999,33,1.22,43,1.59,788,22.55
SC,São Domingos,6022,100.00999999999999,93,1.50,89,1.43,1057,14.56
SC,São Francisco do Sul,29017,100.01000000000002,441,1.47,548,1.83,9542,24.13
SC,São João Batista,17442,100.00000000000001,309,1.71,363,2.00,4634,20.37
SC,São João do Itaperiú,3004,100.0,36,1.17,39,1.27,666,17.78
SC,São João do Oeste,4249,99.99999999999999,50,1.14,87,1.98,737,14.39
SC,São João do Sul,5475,100.01,96,1.69,115,2.02,996,14.91
SC,São Joaquim,14545,99.99000000000001,300,1.98,311,2.05,4150,21.50
SC,São José,147575,100.01000000000002,2497,1.62,3964,2.57,33549,17.88
SC,São José do Cedro,8953,99.98,132,1.43,161,1.74,2097,18.49
SC,São José do Cerrito,6060,100.0,92,1.47,88,1.41,1200,16.13
SC,São Lourenço do Oeste,14820,99.99000000000001,275,1.79,245,1.60,3775,19.75
SC,São Ludgero,7630,100.01000000000002,113,1.44,119,1.51,1336,14.52
SC,São Martinho,2752,100.0,40,1.41,44,1.55,398,12.31
SC,São Miguel da Boa Vista,1384,100.01,23,1.61,14,0.99,295,17.19
SC,São Miguel do Oeste,24568,99.99000000000001,370,1.45,430,1.70,6403,20.15
SC,São Pedro de Alcântara,3466,100.0,52,1.45,73,2.03,547,13.22
SC,Saudades,6464,100.0,79,1.19,107,1.61,863,11.49
SC,Schroeder,11197,99.99000000000001,146,1.27,199,1.72,2271,16.44
SC,Seara,11404,100.01,193,1.63,268,2.26,2657,18.30
SC,Serra Alta,2371,99.99000000000001,46,1.89,27,1.10,370,13.15
SC,Siderópolis,8420,99.99000000000001,121,1.39,187,2.14,2360,21.28
SC,Sombrio,17455,100.00000000000001,269,1.49,375,2.07,4560,20.12
SC,Sul Brasil,2066,99.99999999999999,38,1.78,38,1.77,280,11.56
SC,Taió,11593,100.00000000000001,176,1.47,207,1.73,2536,17.48
SC,Tangará,5338,100.0,86,1.56,90,1.63,1071,16.26
SC,Tigrinhos,1623,99.99000000000001,31,1.85,21,1.25,322,16.12
SC,Tijucas,23962,100.00000000000001,383,1.54,597,2.39,6806,21.44
SC,Timbé do Sul,3610,100.01,61,1.63,66,1.77,790,17.45
SC,Timbó,27003,100.0,394,1.40,658,2.35,6059,17.76
SC,Timbó Grande,4246,100.01999999999998,86,1.95,78,1.77,1316,22.98
SC,Três Barras,11203,100.00000000000001,242,2.07,229,1.96,3256,21.81
SC,Treviso,3105,100.00999999999998,62,1.91,86,2.64,738,18.49
SC,Treze Tílias,5047,100.00999999999999,69,1.33,69,1.33,963,15.66
SC,Treze de Maio,5391,100.0,102,1.82,107,1.91,984,14.95
SC,Trombudo Central,4271,100.00999999999999,67,1.52,66,1.50,825,15.78
SC,Tubarão,62426,99.99000000000004,925,1.43,1460,2.25,16109,19.91
SC,Tunápolis,3298,100.01000000000002,61,1.77,74,2.16,595,14.77
SC,Turvo,8391,100.00000000000001,109,1.26,132,1.53,1315,13.22
SC,União do Oeste,2071,100.0,26,1.23,29,1.36,343,13.89
SC,Urubici,6263,100.02,66,1.03,98,1.52,1966,23.42
SC,Urupema,1911,100.0,34,1.71,36,1.82,376,15.95
SC,Urussanga,12754,100.00000000000001,169,1.28,307,2.32,4225,24.21
SC,Vargeão,2458,99.99000000000001,36,1.41,59,2.31,377,12.87
SC,Vargem,1995,100.0,21,1.03,22,1.08,536,20.82
SC,Vargem Bonita,3244,100.0,33,0.99,38,1.15,741,18.27
SC,Vidal Ramos,4435,99.99,79,1.72,72,1.57,752,14.09
SC,Videira,29513,99.99000000000002,527,1.72,576,1.88,7945,20.60
SC,Vitor Meireles,3534,100.00000000000001,55,1.51,54,1.48,827,18.50
SC,Witmarsum,2779,100.0,52,1.79,76,2.61,560,16.15
SC,Xanxerê,28336,99.99000000000001,370,1.28,409,1.40,6891,19.14
SC,Xavantina,2998,99.99999999999997,36,1.17,39,1.27,442,12.57
SC,Xaxim,18297,100.01000000000002,268,1.42,296,1.57,3687,16.35
SC,Zortéa,2416,100.00999999999999,36,1.43,65,2.58,478,15.96
SE,Amparo de São Francisco,2153,100.01,30,1.34,49,2.20,448,16.72
SE,Aquidabã,12835,100.01,142,1.05,469,3.49,3277,19.60
SE,Aracaju,336702,100.02000000000001,4899,1.39,10789,3.06,71257,16.82
SE,Arauá,7169,99.98000000000002,83,1.11,204,2.74,1914,20.43
SE,Areia Branca,11188,100.0,229,1.94,433,3.65,2224,15.80
SE,Barra dos Coqueiros,19057,100.02000000000001,328,1.65,542,2.72,5230,20.79
SE,Boquim,16006,99.99,250,1.48,690,4.07,4561,21.21
SE,Brejo Grande,5436,100.01999999999998,85,1.49,172,3.02,1535,21.24
SE,Campo do Brito,11193,99.99,170,1.44,438,3.71,3022,20.39
SE,Canhoba,3387,100.01,36,1.01,124,3.50,809,18.57
SE,Canindé de São Francisco,16866,100.00000000000001,180,1.02,539,3.07,6036,25.55
SE,Capela,19069,100.00999999999999,372,1.84,814,4.02,5837,22.37
SE,Carira,12878,100.00000000000001,151,1.12,480,3.55,3422,20.21
SE,Carmópolis,9338,100.01000000000002,126,1.28,372,3.78,3179,24.43
SE,Cedro de São João,4289,99.99999999999997,35,0.79,110,2.48,795,15.20
SE,Cristinápolis,10271,100.00000000000001,133,1.24,293,2.74,3383,24.03
SE,Cumbe,3450,100.0,53,1.45,153,4.18,629,14.68
SE,Divina Pastora,3106,99.99,28,0.87,106,3.27,795,19.70
SE,Estância,36836,99.97999999999998,607,1.57,1191,3.08,10592,21.52
SE,Feira Nova,4657,99.99000000000001,40,0.83,157,3.23,931,16.09
SE,Frei Paulo,10254,100.01,163,1.51,341,3.17,2379,18.11
SE,Gararu,7172,99.99000000000001,88,1.18,216,2.89,1701,18.54
SE,General Maynard,2243,99.98000000000002,33,1.40,74,3.15,572,19.58
SE,Graccho Cardoso,4913,100.0,73,1.43,126,2.46,929,15.38
SE,Ilha das Flores,5428,100.01,89,1.57,151,2.66,1831,24.42
SE,Indiaroba,9553,99.99000000000002,123,1.23,339,3.38,3025,23.20
SE,Itabaiana,57988,99.99999999999999,1010,1.64,2502,4.07,10733,14.86
SE,Itabaianinha,24241,99.99,385,1.51,861,3.38,5200,16.95
SE,Itabi,3544,100.00000000000001,62,1.67,117,3.14,817,18.00
SE,Itaporanga D'Ajuda,21255,99.99000000000004,410,1.82,860,3.82,5587,19.87
SE,Japaratuba,10610,100.01000000000002,137,1.23,340,3.07,3367,23.29
SE,Japoatã,8551,100.01,147,1.64,266,2.97,2178,19.55
SE,Lagarto,60749,100.00000000000001,985,1.53,2823,4.37,12679,16.42
SE,Laranjeiras,16756,99.99999999999999,310,1.75,663,3.74,4435,20.01
SE,Macambira,5062,100.00999999999999,87,1.64,158,2.98,1152,17.84
SE,Malhada dos Bois,3001,99.99,50,1.59,84,2.68,760,19.51
SE,Malhador,7910,100.00000000000001,112,1.35,270,3.26,1673,16.79
SE,Maruim,9771,100.01,180,1.76,322,3.13,2599,20.19
SE,Moita Bonita,7131,99.99000000000001,190,2.44,476,6.10,1590,16.94
SE,Monte Alegre de Sergipe,9175,99.99999999999999,103,1.08,293,3.06,2305,19.41
SE,Muribeca,5608,100.00999999999999,76,1.30,168,2.87,1329,18.51
SE,Neópolis,10335,100.01,125,1.16,320,2.97,3310,23.49
SE,Nossa Senhora Aparecida,5786,99.99999999999999,122,2.01,165,2.72,1235,16.90
SE,Nossa Senhora da Glória,22676,100.0,310,1.31,630,2.67,4515,16.05
SE,Nossa Senhora das Dores,16195,100.00000000000001,366,2.12,695,4.03,3615,17.32
SE,Nossa Senhora de Lourdes,4544,100.0,41,0.87,162,3.41,977,17.07
SE,Nossa Senhora do Socorro,91063,100.00000000000001,1614,1.68,3142,3.28,17621,15.53
SE,Pacatuba,8313,99.97999999999999,136,1.57,239,2.75,2942,25.30
SE,Pedra Mole,2551,100.02,33,1.23,94,3.51,524,16.36
SE,Pedrinhas,5468,100.00000000000003,75,1.30,205,3.57,1704,22.87
SE,Pinhão,4291,99.98999999999997,73,1.62,135,3.00,978,17.86
SE,Pirambu,6068,100.0,111,1.75,159,2.51,2000,23.99
SE,Poço Redondo,15837,100.0,187,1.13,550,3.32,4994,23.15
SE,Poço Verde,14548,100.00000000000001,192,1.26,481,3.16,3899,20.39
SE,Porto da Folha,17975,100.00000000000001,317,1.68,593,3.14,4567,19.47
SE,Propriá,15366,100.01000000000003,222,1.39,401,2.51,3733,18.93
SE,Riachão do Dantas,13407,100.00000000000003,222,1.56,580,4.08,3082,17.82
SE,Riachuelo,6188,100.00999999999998,95,1.47,193,2.98,1627,20.08
SE,Ribeirópolis,11235,100.01000000000002,210,1.76,486,4.07,2458,17.08
SE,Rosário do Catete,6421,100.01999999999998,93,1.38,239,3.54,1862,21.61
SE,Salgado,13219,100.00999999999999,217,1.56,543,3.88,2859,16.98
SE,Santa Luzia do Itanhy,8037,100.00000000000003,145,1.69,373,4.36,2889,25.24
SE,Santa Rosa de Lima,3261,99.98000000000002,59,1.70,140,4.05,664,16.10
SE,Santana do São Francisco,4387,99.99,52,1.13,160,3.48,1325,22.37
SE,Santo Amaro das Brotas,6967,99.99000000000002,94,1.30,202,2.78,2550,25.99
SE,São Cristóvão,46991,100.00999999999998,833,1.68,1735,3.50,9078,15.48
SE,São Domingos,5848,100.00999999999998,103,1.65,287,4.60,2004,24.31
SE,São Francisco,2793,100.01000000000002,24,0.82,91,3.13,611,17.36
SE,São Miguel do Aleixo,3034,99.99,50,1.56,129,4.01,759,19.11
SE,Simão Dias,27492,99.98000000000003,457,1.56,1308,4.47,6186,17.45
SE,Siriri,5196,100.01,87,1.61,130,2.40,1258,18.86
SE,Telha,2878,99.99999999999997,41,1.37,69,2.31,534,15.16
SE,Tobias Barreto,32162,99.99999999999999,342,1.02,981,2.93,7251,17.80
SE,Tomar do Geru,7076,100.00999999999999,129,1.70,359,4.75,2310,23.39
SE,Umbaúba,14023,100.00000000000001,257,1.74,517,3.49,4014,21.34
SP,Adamantina,19663,99.99999999999999,465,2.25,514,2.49,6993,25.30
SP,Adolfo,3084,99.99,65,2.01,80,2.48,1069,24.87
SP,Aguaí,17036,100.0,490,2.69,681,3.74,5861,24.35
SP,Águas da Prata,4623,100.0,91,1.88,128,2.64,1480,23.41
SP,Águas de Lindóia,10915,100.00999999999999,234,2.02,437,3.77,3314,22.24
SP,Águas de Santa Bárbara,3695,100.0,85,2.18,119,3.05,1458,27.22
SP,Águas de São Pedro,3042,99.98,33,1.06,59,1.88,838,21.10
SP,Agudos,21901,100.00000000000001,539,2.31,874,3.75,7180,23.55
SP,Alambari,3771,99.99,78,1.97,104,2.63,976,19.80
SP,Alfredo Marcondes,3055,100.00999999999999,41,1.29,64,2.03,887,21.92
SP,Altair,2315,99.99000000000001,38,1.57,66,2.73,775,24.26
SP,Altinópolis,9301,99.99000000000001,250,2.53,334,3.38,2497,20.17
SP,Alto Alegre,2689,100.00000000000001,36,1.29,65,2.33,852,23.39
SP,Alumínio,10881,100.02,251,2.19,332,2.90,3046,20.99
SP,Álvares Florence,2737,100.0,48,1.67,90,3.13,925,24.34
SP,Álvares Machado,14069,100.00000000000003,306,2.07,394,2.67,4457,23.18
SP,Álvaro de Carvalho,2091,100.0,54,2.39,117,5.17,746,24.80
SP,Alvinlândia,1977,100.00999999999998,47,2.27,47,2.27,646,23.78
SP,Americana,137218,100.00999999999999,2680,1.85,4547,3.15,36017,19.96
SP,Américo Brasiliense,21151,100.00999999999999,473,2.10,924,4.10,6027,21.09
SP,Américo de Campos,3856,100.01,69,1.71,104,2.58,909,18.41
SP,Amparo,40992,100.00000000000001,1096,2.50,1720,3.93,13571,23.65
SP,Analândia,3076,100.00999999999998,63,1.95,93,2.88,1308,28.81
SP,Andradina,32910,100.00000000000001,724,2.09,950,2.75,10947,24.04
SP,Angatuba,12874,100.00999999999999,381,2.76,541,3.92,4575,24.90
SP,Anhembi,3839,100.0,81,2.01,113,2.80,1872,31.70
SP,Anhumas,2563,100.01,36,1.35,60,2.26,739,21.75
SP,Aparecida,21930,100.00999999999999,383,1.68,438,1.93,5791,20.29
SP,Aparecida D'Oeste,2908,99.99,44,1.45,76,2.51,970,24.26
SP,Apiaí,13773,100.01,381,2.59,502,3.43,5810,28.39
SP,Araçariguama,12524,100.01,232,1.77,354,2.70,4137,23.99
SP,Araçatuba,114023,99.99000000000001,1836,1.55,2936,2.47,35052,22.78
SP,Araçoiaba da Serra,18818,100.00999999999999,536,2.68,650,3.25,4765,19.24
SP,Aramina,3373,100.01,52,1.48,87,2.48,1096,23.78
SP,Arandu,4216,100.00000000000001,105,2.36,132,2.96,1357,23.36
SP,Arapeí,1779,100.0,27,1.44,68,3.63,605,24.41
SP,Araraquara,129941,100.01000000000002,2656,1.92,5204,3.78,43661,24.06
SP,Araras,75218,100.00000000000001,2020,2.52,3004,3.74,21335,21.00
SP,Arco-Íris,1675,99.98999999999998,28,1.62,23,1.33,523,23.25
SP,Arealva,4692,99.99,94,1.91,141,2.86,1454,22.79
SP,Areias,2567,100.01,49,1.84,57,2.13,584,17.93
