ESTADO,MUNICíPIO,VOTOS VALIDOS,VOTOS VALIDOS PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL
BA,Ibirapuã,5618,100.00999999999999,55,0.93,210,3.57,1674,22.15
BA,Ibirataia,10816,100.00000000000001,170,1.48,520,4.52,3924,25.43
BA,Ibitiara,8632,100.00999999999999,94,1.03,408,4.47,2330,20.32
BA,Ibititá,12185,99.99000000000002,112,0.89,278,2.21,2650,17.41
BA,Ibotirama,15915,100.00000000000001,156,0.94,427,2.59,4743,22.33
BA,Ichu,4710,99.99,51,1.04,148,3.01,948,16.19
BA,Igaporã,9559,99.99,104,1.03,413,4.10,2170,17.72
BA,Igrapiúna,6413,100.00000000000001,114,1.67,289,4.24,3277,32.47
BA,Iguaí,12889,100.00999999999999,175,1.27,704,5.11,6433,31.84
BA,Ilhéus,100054,100.00000000000001,1358,1.30,3087,2.95,24711,19.12
BA,Inhambupe,19974,100.01,347,1.64,887,4.18,6845,24.40
BA,Ipecaetá,10872,100.01000000000002,126,1.10,419,3.67,2702,19.14
BA,Ipiaú,23526,99.98,331,1.34,938,3.78,6895,21.76
BA,Ipirá,34555,99.97999999999999,447,1.21,1888,5.12,9721,20.86
BA,Ipupiara,6510,100.00000000000001,75,1.11,189,2.79,1801,21.00
BA,Irajuba,3902,100.00999999999999,54,1.31,174,4.21,1248,23.21
BA,Iramaia,6329,100.01,101,1.51,258,3.86,2470,26.97
BA,Iraquara,14363,99.99000000000002,159,1.06,533,3.54,3514,18.92
BA,Irará,18521,100.01000000000002,261,1.34,724,3.71,6095,23.81
BA,Irecê,38925,100.00000000000001,426,1.05,1378,3.38,7800,16.07
BA,Itabela,15874,99.99000000000001,258,1.54,606,3.62,7500,30.94
BA,Itaberaba,37235,99.99999999999999,459,1.16,1680,4.27,9378,19.24
BA,Itabuna,113290,100.00000000000003,1534,1.30,2920,2.48,38873,24.82
BA,Itacaré,13447,100.0,157,1.11,423,3.02,4530,24.41
BA,Itaeté,7777,100.00000000000001,95,1.15,364,4.42,3174,27.82
BA,Itagi,7146,99.99000000000001,85,1.12,352,4.64,2648,25.88
BA,Itagibá,8769,100.00000000000001,96,1.04,343,3.73,2881,23.83
BA,Itagimirim,4263,99.99,56,1.25,167,3.72,1630,26.65
BA,Itaguaçu da Bahia,8069,100.0,56,0.67,216,2.59,2506,23.10
BA,Itaju do Colônia,3929,100.02,23,0.56,120,2.95,1440,26.12
BA,Itajuípe,12358,100.01,160,1.24,457,3.52,4673,26.48
BA,Itamaraju,34019,99.99999999999999,447,1.25,1057,2.98,11983,25.22
BA,Itamari,4539,99.99,47,0.98,212,4.42,1848,27.81
BA,Itambé,13819,100.01000000000003,139,0.96,552,3.80,5505,27.50
BA,Itanagra,4458,99.98999999999998,44,0.95,131,2.83,1684,26.66
BA,Itanhém,10797,100.00999999999999,119,1.04,496,4.35,4991,30.43
BA,Itaparica,14104,99.99000000000002,206,1.39,488,3.30,3520,19.22
BA,Itapé,6279,100.02000000000001,70,1.06,259,3.92,2757,29.44
BA,Itapebi,5607,100.00999999999999,54,0.92,211,3.59,2216,27.40
BA,Itapetinga,36893,100.01,571,1.48,1118,2.90,11103,22.35
BA,Itapicuru,16770,100.00000000000004,198,1.11,901,5.04,7049,28.29
BA,Itapitanga,4493,99.99999999999999,27,0.58,136,2.92,2093,31.01
BA,Itaquara,4646,99.99000000000001,74,1.49,230,4.65,1559,23.95
BA,Itarantim,10241,100.00999999999999,107,1.00,389,3.62,3660,25.42
BA,Itatim,9570,99.99,164,1.63,352,3.49,2785,21.64
BA,Itiruçu,6770,99.99000000000002,111,1.54,315,4.38,2455,25.44
BA,Itiúba,20766,100.0,331,1.52,628,2.89,8270,27.57
BA,Itororó,11965,99.99999999999999,128,1.02,469,3.73,4784,27.58
BA,Ituaçu,11732,100.00000000000001,219,1.76,544,4.35,3032,19.53
BA,Ituberá,12826,100.01000000000002,235,1.73,539,3.96,6059,30.82
BA,Iuiu,6507,100.00999999999999,67,0.99,190,2.81,2092,23.62
BA,Jaborandi,6890,99.99000000000002,73,1.01,242,3.36,1906,20.92
BA,Jacaraci,8430,100.00000000000001,76,0.86,322,3.65,3197,26.59
BA,Jacobina,45400,99.99000000000001,589,1.23,1910,3.99,11497,19.36
BA,Jaguaquara,25222,99.99999999999999,356,1.33,1189,4.44,7780,22.52
BA,Jaguarari,16738,100.01,286,1.62,586,3.33,4422,20.07
BA,Jaguaripe,11265,100.00999999999999,238,1.99,427,3.58,3270,21.51
BA,Jandaíra,6218,100.01999999999998,49,0.75,236,3.63,2658,29.01
BA,Jequié,88962,99.99999999999999,1355,1.44,3557,3.79,20902,18.21
BA,Jeremoabo,21649,100.0,160,0.71,841,3.71,6316,21.80
BA,Jiquiriçá,8240,99.99000000000001,187,2.15,296,3.39,2833,24.52
BA,Jitaúna,8925,100.01000000000002,111,1.17,493,5.17,2628,21.62
BA,João Dourado,14332,100.02000000000001,122,0.82,360,2.43,4660,23.93
BA,Juazeiro,126502,100.01,1497,1.14,2948,2.25,25700,16.41
BA,Jucuruçu,6136,100.0,66,1.02,284,4.38,2241,25.68
BA,Jussara,10084,99.99,72,0.69,396,3.75,3024,22.27
BA,Jussari,3343,100.01,33,0.95,111,3.18,1535,30.57
BA,Jussiape,5006,100.01000000000002,115,2.15,211,3.96,1480,21.73
BA,Lafaiete Coutinho,3144,99.99,58,1.74,144,4.30,559,14.31
BA,Lagoa Real,7924,99.99,77,0.92,355,4.25,2276,21.41
BA,Laje,14925,100.01000000000003,195,1.23,644,4.09,4715,23.02
BA,Lajedão,3186,99.99000000000001,23,0.70,112,3.37,1457,30.49
BA,Lajedinho,2620,99.99000000000002,20,0.72,152,5.44,790,22.05
BA,Lajedo do Tabocal,4668,100.0,82,1.66,209,4.21,1580,24.16
BA,Lamarão,5717,99.99,63,1.05,224,3.73,2467,29.12
BA,Lapão,17630,100.02000000000002,161,0.88,526,2.87,4346,19.18
BA,Lauro de Freitas,117493,99.99999999999999,1979,1.60,4271,3.45,33568,21.34
BA,Lençóis,5971,99.98999999999998,48,0.77,222,3.56,1955,23.85
BA,Licínio de Almeida,7373,99.99000000000002,133,1.70,327,4.17,2040,20.66
BA,Livramento de Nossa Senhora,26880,100.0,408,1.45,864,3.07,7129,20.21
BA,Luís Eduardo Magalhães,53580,100.00000000000003,574,1.05,928,1.68,14752,21.12
BA,Macajuba,6853,99.99000000000002,80,1.10,393,5.36,3118,29.85
BA,Macarani,9106,99.99000000000001,104,1.07,521,5.35,4078,29.53
BA,Macaúbas,24208,99.99999999999999,289,1.13,1026,4.02,9172,26.44
BA,Macururé,5059,100.0,47,0.89,158,3.00,1593,23.23
BA,Madre de Deus,12747,100.01,126,0.95,326,2.47,2420,15.49
BA,Maetinga,4481,100.0,45,0.95,247,5.17,2491,34.29
BA,Maiquinique,5431,100.01,57,0.99,275,4.77,1959,25.37
BA,Mairi,9976,100.00000000000003,174,1.63,508,4.77,3899,26.78
BA,Malhada,10131,100.00000000000001,133,1.27,270,2.56,3444,24.64
BA,Malhada de Pedras,5989,99.98999999999998,68,1.08,222,3.54,1220,16.27
BA,Manoel Vitorino,9526,99.98,82,0.82,311,3.14,2707,21.44
BA,Mansidão,6878,99.97000000000001,44,0.62,160,2.26,3440,32.69
BA,Maracás,15504,100.00000000000001,244,1.50,549,3.37,5840,26.38
BA,Maragogipe,26699,99.99999999999999,311,1.12,792,2.85,7185,20.54
BA,Maraú,10553,100.00000000000001,140,1.26,432,3.88,4123,27.04
BA,Marcionílio Souza,5385,99.99999999999999,64,1.11,310,5.38,2121,26.92
BA,Mascote,6644,100.01,56,0.81,206,2.98,3097,30.96
BA,Mata de São João,30560,100.0,624,1.92,1289,3.97,9643,22.90
BA,Matina,7171,100.00999999999999,88,1.16,363,4.76,2045,21.15
BA,Medeiros Neto,13845,100.0,149,1.02,600,4.11,4781,24.68
BA,Miguel Calmon,15191,100.0,160,1.00,714,4.44,5873,26.77
BA,Milagres,6838,99.98,59,0.83,266,3.71,2114,22.79
BA,Mirangaba,9277,99.99,100,1.02,357,3.67,2101,17.75
BA,Mirante,5827,99.99,58,0.95,218,3.57,2145,26.01
BA,Monte Santo,30988,100.00999999999999,291,0.89,1153,3.56,12281,27.47
BA,Morpará,5662,99.99999999999999,54,0.91,187,3.17,1945,24.78
BA,Morro do Chapéu,19492,100.01000000000002,246,1.20,744,3.63,5687,21.73
BA,Mortugaba,6702,99.99999999999999,61,0.87,264,3.76,2698,27.74
BA,Mucugê,7381,100.00000000000001,119,1.51,387,4.91,1803,18.61
BA,Mucuri,20369,99.99999999999999,268,1.26,568,2.68,9233,30.33
BA,Mulungu do Morro,8243,99.99,87,1.02,240,2.80,2574,23.10
BA,Mundo Novo,10798,100.02000000000001,144,1.25,592,5.13,4519,28.15
BA,Muniz Ferreira,6202,100.00999999999999,57,0.88,240,3.69,1147,15.00
BA,Muquém do São Francisco,7219,100.00000000000001,42,0.57,149,2.01,2294,23.64
BA,Muritiba,16959,100.0,308,1.72,694,3.86,5064,21.99
BA,Mutuípe,13120,100.0,244,1.74,677,4.82,4928,25.98
BA,Nazaré,17107,100.00000000000003,219,1.23,514,2.88,4594,20.48
BA,Nilo Peçanha,7054,99.99,150,1.98,373,4.92,2169,22.26
BA,Nordestina,7381,100.00000000000003,94,1.20,347,4.44,2985,27.62
BA,Nova Canaã,8819,99.99,72,0.77,420,4.51,3883,29.43
BA,Nova Fátima,5812,100.00999999999999,88,1.43,262,4.25,1587,20.48
BA,Nova Ibiá,3888,100.01,59,1.45,136,3.33,1415,25.74
BA,Nova Itarana,4751,100.0,64,1.27,230,4.56,1535,23.33
BA,Nova Redenção,4705,99.99999999999999,45,0.92,149,3.04,1640,25.08
BA,Nova Soure,15129,99.99000000000002,138,0.87,680,4.26,5700,26.33
BA,Nova Viçosa,22254,100.01,297,1.27,723,3.11,9013,27.92
BA,Novo Horizonte,7226,100.00000000000001,87,1.16,186,2.48,1405,15.78
BA,Novo Triunfo,5954,99.99,37,0.59,239,3.84,2465,28.35
BA,Olindina,14249,100.00000000000001,172,1.15,510,3.42,6066,28.89
BA,Oliveira dos Brejinhos,12455,100.0,133,1.02,425,3.27,4067,23.81
BA,Ouriçangas,5120,100.01,81,1.48,261,4.78,1778,24.56
BA,Ourolândia,10465,100.00000000000001,106,0.97,346,3.17,2435,18.24
BA,Palmas de Monte Alto,13153,99.99999999999999,145,1.04,634,4.55,3549,20.30
BA,Palmeiras,5980,100.00999999999999,49,0.78,232,3.71,1435,18.65
BA,Paramirim,12614,99.99,202,1.52,470,3.54,4029,23.27
BA,Paratinga,17898,99.99000000000001,131,0.70,565,3.04,5881,24.03
BA,Paripiranga,17471,100.02000000000002,247,1.35,535,2.93,4547,19.94
BA,Pau Brasil,5623,100.0,49,0.84,172,2.94,2063,26.09
BA,Paulo Afonso,62575,99.99999999999999,656,1.01,1702,2.62,22459,25.70
BA,Pé de Serra,9067,99.99000000000002,140,1.47,328,3.44,2545,21.07
BA,Pedrão,4962,99.99999999999999,52,1.01,159,3.07,1386,21.13
BA,Pedro Alexandre,7377,100.0,74,0.95,328,4.22,2622,25.21
BA,Piatã,12026,100.0,179,1.39,711,5.50,4492,25.80
BA,Pilão Arcado,20647,99.99,149,0.69,665,3.10,6750,23.93
BA,Pindaí,9909,99.99,132,1.26,394,3.78,2472,19.15
BA,Pindobaçu,12035,100.00999999999999,137,1.10,321,2.57,3303,20.91
BA,Pintadas,6164,99.99999999999997,97,1.49,246,3.78,2043,23.89
BA,Piraí do Norte,5197,100.02,70,1.28,218,3.97,1388,20.19
BA,Piripá,6177,100.0,54,0.83,234,3.62,3134,32.65
BA,Piritiba,10602,100.00999999999999,98,0.88,481,4.30,3546,24.08
BA,Planaltino,5061,100.01,108,1.99,249,4.60,1536,22.09
BA,Planalto,14739,100.00000000000001,227,1.46,650,4.16,4351,21.79
BA,Poções,27156,100.0,309,1.08,978,3.44,10457,26.88
BA,Pojuca,20750,99.98,659,2.93,1055,4.70,5622,20.02
BA,Ponto Novo,10023,100.0,128,1.22,337,3.21,4214,28.66
BA,Porto Seguro,78002,100.00000000000001,1112,1.36,2545,3.12,24357,22.97
BA,Potiraguá,5769,100.01,54,0.90,224,3.70,3148,34.24
BA,Prado,17056,100.00000000000003,174,0.98,516,2.91,6845,27.84
BA,Presidente Dutra,9445,99.99000000000001,64,0.66,223,2.29,1537,13.64
BA,Presidente Jânio Quadros,7392,100.00999999999998,53,0.68,359,4.60,4113,34.51
BA,Presidente Tancredo Neves,16041,100.0,260,1.53,720,4.23,5021,22.78
BA,Queimadas,15056,99.99000000000001,183,1.16,503,3.20,5212,24.87
BA,Quinjingue,15947,100.00000000000001,183,1.10,589,3.52,5362,24.28
BA,Quixabeira,6360,100.01,138,2.04,260,3.85,2159,24.21
BA,Rafael Jambeiro,12962,100.0,198,1.44,629,4.56,5650,29.07
BA,Remanso,23721,100.00000000000003,208,0.84,858,3.46,7683,23.66
BA,Retirolândia,9713,100.01,150,1.47,340,3.33,2269,18.19
BA,Riachão das Neves,14228,100.00000000000003,126,0.85,475,3.20,5252,26.15
BA,Riachão do Jacuípe,21957,100.00000000000001,269,1.17,661,2.89,4544,16.57
BA,Riacho de Santana,17662,99.99999999999997,261,1.40,636,3.43,5585,23.13
BA,Ribeira do Amparo,8797,100.00000000000001,105,1.13,409,4.39,3286,26.09
BA,Ribeira do Pombal,32413,100.00999999999999,408,1.21,1001,2.96,7996,19.12
BA,Ribeirão do Largo,5913,99.99999999999999,76,1.23,205,3.31,1898,23.46
BA,Rio Real,21048,100.0,419,1.88,800,3.59,7782,25.90
BA,Rio de Contas,9129,99.99999999999999,140,1.45,362,3.76,2682,21.78
BA,Rio do Antônio,8087,100.01,86,1.00,349,4.10,2982,25.92
BA,Rio do Pires,6293,100.0,82,1.23,264,3.98,3287,33.12
BA,Rodelas,5903,100.00999999999998,28,0.46,126,2.08,1288,17.54
BA,Ruy Barbosa,17111,99.99000000000001,216,1.19,955,5.22,6793,27.09
BA,Salinas da Margarida,10747,100.01,173,1.53,357,3.17,2979,20.90
BA,Salvador,1526709,100.01,30233,1.85,73672,4.52,355473,17.90
BA,Santa Bárbara,15184,100.01,158,1.00,484,3.06,3725,19.05
BA,Santa Brígida,8613,100.00999999999999,79,0.88,353,3.90,3393,27.28
BA,Santa Cruz Cabrália,15733,100.00999999999999,234,1.42,540,3.27,5710,25.70
BA,Santa Cruz da Vitória,3234,100.00000000000001,21,0.62,146,4.29,1638,32.51
BA,Santa Inês,5754,99.99,96,1.58,223,3.67,2505,29.20
BA,Santa Luzia,6088,100.00999999999999,56,0.87,268,4.18,3518,35.43
BA,Santa Maria da Vitória,23017,100.00000000000001,257,1.07,877,3.63,7655,24.07
BA,Santa Rita de Cássia,16515,100.01000000000002,216,1.25,533,3.09,6137,26.23
BA,Santa Terezinha,6633,100.0,96,1.37,293,4.17,2318,24.82
BA,Santaluz,23721,99.97999999999999,341,1.36,1029,4.10,7001,21.82
BA,Santana,15614,99.99000000000001,161,0.98,602,3.68,5111,23.79
BA,Santanópolis,6831,99.99000000000002,143,1.97,284,3.91,2043,21.97
BA,Santo Amaro,37085,100.01,635,1.63,1320,3.38,10746,21.58
BA,Santo Antônio de Jesus,58131,99.98,796,1.30,2245,3.67,13406,17.98
BA,Santo Estevão,29517,100.01,385,1.24,1134,3.65,6844,18.07
BA,São Desidério,19560,100.01,179,0.89,511,2.52,4489,18.15
BA,São Domingos,6290,100.02,81,1.24,191,2.91,1340,16.96
BA,São Felipe,13374,99.99000000000002,207,1.48,399,2.85,3781,21.29
BA,São Félix,8074,99.98000000000002,137,1.62,227,2.69,2235,20.94
BA,São Félix do Coribe,9633,99.99999999999999,102,1.01,393,3.88,2366,18.94
BA,São Francisco do Conde,25656,100.02000000000001,388,1.45,792,2.95,6025,18.33
BA,São Gabriel,12718,100.01000000000002,114,0.86,368,2.79,2506,15.96
BA,São Gonçalo dos Campos,23187,100.00000000000001,340,1.40,801,3.29,5078,17.27
BA,São José da Vitória,3630,100.0,45,1.19,108,2.85,1297,25.53
BA,São José do Jacuípe,6126,100.00999999999999,134,2.03,325,4.94,2221,25.22
BA,São Miguel das Matas,7382,99.99,69,0.89,259,3.36,1653,17.65
BA,São Sebastião do Passé,26615,100.00000000000001,338,1.21,923,3.31,7285,20.72
BA,Sapeaçu,12096,100.00999999999999,199,1.57,441,3.46,2666,17.31
BA,Sátiro Dias,9788,99.99,137,1.33,414,4.00,4025,28.02
BA,Saubara,9502,100.0,152,1.52,319,3.20,2788,21.85
BA,Saúde,6504,100.01999999999998,76,1.10,286,4.17,2424,26.09
BA,Seabra,26839,99.98999999999998,280,1.00,872,3.12,5308,15.94
BA,Sebastião Laranjeiras,5309,100.0,66,1.17,232,4.14,1593,22.13
BA,Senhor do Bonfim,39573,99.99000000000001,703,1.68,1451,3.48,10187,19.62
BA,Sento Sé,22189,99.98999999999998,214,0.94,507,2.21,7931,25.72
BA,Serra Dourada,10802,100.01,138,1.22,358,3.17,3992,26.11
BA,Serra Preta,12937,99.99999999999999,159,1.18,446,3.29,4122,23.34
BA,Serra do Ramalho,18732,100.01,201,1.03,620,3.17,7040,26.47
BA,Serrinha,48318,99.99000000000002,640,1.25,2278,4.45,10352,16.81
BA,Serrolândia,7819,99.99999999999999,96,1.15,446,5.33,1952,18.93
BA,Simões Filho,66750,99.99000000000001,1220,1.73,2562,3.63,16970,19.39
BA,Sítio do Mato,8085,99.99,70,0.84,179,2.15,2587,23.69
BA,Sítio do Quinto,7304,99.99999999999999,59,0.77,305,3.98,2541,24.89
BA,Sobradinho,15055,100.00999999999999,149,0.95,362,2.33,4423,22.13
BA,Souto Soares,10896,100.0,96,0.86,169,1.51,3296,22.80
BA,Tabocas do Brejo Velho,7744,100.00000000000003,88,1.09,223,2.77,2969,26.93
BA,Tanhaçu,13796,100.00000000000001,168,1.16,467,3.24,3414,19.13
BA,Tanque Novo,10901,100.01000000000002,170,1.48,452,3.92,2984,20.57
BA,Tanquinho,5920,99.99999999999999,50,0.82,153,2.50,1355,18.12
BA,Taperoá,10374,100.01,166,1.50,522,4.72,3239,22.65
BA,Tapiramutá,7695,99.99000000000001,103,1.23,571,6.82,3618,30.18
BA,Teixeira de Freitas,78522,100.01000000000002,1052,1.28,2419,2.95,30587,27.17
BA,Teodoro Sampaio,5285,99.99,59,1.06,210,3.78,1384,19.95
BA,Teofilândia,13001,100.01999999999997,122,0.90,499,3.66,5282,27.94
BA,Teolândia,8518,99.99,100,1.12,363,4.04,2697,23.09
BA,Terra Nova,7775,99.98000000000002,113,1.38,340,4.13,2208,21.16
BA,Tremedal,10641,100.01,101,0.90,510,4.53,5230,31.73
BA,Tucano,30103,99.99000000000001,327,1.04,1048,3.33,8002,20.27
BA,Uauá,16399,99.99,174,1.01,544,3.18,5421,24.05
BA,Ubaíra,11701,99.99999999999999,192,1.54,517,4.17,4317,25.81
BA,Ubaitaba,10213,100.01000000000002,102,0.95,334,3.14,3612,25.33
BA,Ubatã,8825,99.99,112,1.20,342,3.69,2663,22.30
BA,Uibaí,9349,99.97999999999999,105,1.08,312,3.19,2350,19.40
BA,Umburanas,8478,100.00000000000001,98,1.10,342,3.83,2053,18.71
BA,Una,11225,100.00000000000003,152,1.28,493,4.15,4133,25.83
BA,Urandi,9742,99.99000000000002,141,1.38,343,3.35,3206,23.87
BA,Uruçuca,13175,100.01999999999998,132,0.95,511,3.70,4891,26.14
BA,Utinga,9341,99.98999999999998,75,0.77,361,3.69,3547,26.62
BA,Valença,47726,99.99999999999999,1100,2.14,2562,4.99,13012,20.20
BA,Valente,15498,100.02,299,1.82,637,3.88,3565,17.83
BA,Várzea Nova,7617,100.0,105,1.30,348,4.31,2721,25.22
BA,Várzea da Roça,7702,100.00000000000001,204,2.43,490,5.84,3092,26.92
BA,Várzea do Poço,5155,100.01,66,1.22,181,3.35,1660,23.51
BA,Varzedo,6952,99.98,58,0.80,209,2.90,1499,17.19
BA,Vera Cruz,25764,99.99999999999999,412,1.53,797,2.95,6020,18.25
BA,Vereda,4776,99.99999999999997,43,0.86,168,3.37,1808,26.61
BA,Vitória da Conquista,201970,99.99999999999997,2996,1.41,6884,3.25,40349,16.00
BA,Wagner,5062,100.00000000000001,58,1.09,198,3.72,2022,27.55
BA,Wanderley,8232,100.0,64,0.76,165,1.95,2445,22.42
BA,Wenceslau Guimarães,12100,99.99000000000001,133,1.05,423,3.34,4211,24.97
BA,Xique-Xique,25741,100.00000000000003,248,0.91,986,3.66,9769,26.59
CE,Abaiara,5693,99.99999999999999,73,1.23,152,2.57,1288,17.87
CE,Acarape,9644,99.98,157,1.57,225,2.24,1529,13.23
CE,Acaraú,35348,100.02000000000001,504,1.37,873,2.38,8686,19.13
CE,Acopiara,29766,100.02000000000001,463,1.49,743,2.40,8421,21.38
CE,Aiuaba,8348,100.00000000000001,88,1.02,227,2.62,3079,26.22
CE,Alcântaras,7352,100.00000000000003,91,1.19,171,2.25,2060,21.29
CE,Altaneira,4991,99.99000000000001,43,0.83,103,2.01,1083,17.41
CE,Alto Santo,9716,99.98999999999998,93,0.93,174,1.74,2789,21.84
CE,Amontada,26278,100.0,315,1.16,510,1.88,6386,19.07
CE,Antonina do Norte,5053,99.99999999999999,53,1.02,123,2.35,2076,28.42
CE,Apuiarés,10001,100.0,83,0.81,139,1.36,1773,14.78
CE,Aquiraz,50941,100.00999999999999,721,1.37,1170,2.21,8631,14.04
CE,Aracati,45027,100.0,753,1.61,914,1.96,8077,14.75
CE,Aracoiaba,20059,99.99000000000001,216,1.06,270,1.31,3467,14.44
CE,Ararendá,7179,100.00000000000003,74,1.00,129,1.75,2258,23.42
CE,Araripe,12778,100.01000000000002,115,0.88,285,2.16,4975,27.41
CE,Aratuba,9364,100.00000000000001,109,1.12,202,2.09,1876,16.24
CE,Arneiroz,5254,100.01000000000003,41,0.76,104,1.93,1672,23.65
CE,Assaré,14178,99.99999999999999,159,1.09,294,2.01,5255,26.43
CE,Aurora,14989,100.00000000000001,191,1.22,395,2.54,4329,21.75
CE,Baixio,4269,99.99999999999999,40,0.92,59,1.35,1218,21.80
CE,Banabuiú,12095,100.00999999999999,68,0.55,176,1.43,2348,15.99
CE,Barbalha,38765,99.99000000000001,514,1.29,807,2.01,7897,16.46
CE,Barreira,14638,100.01,267,1.75,360,2.36,2341,13.30
CE,Barro,12359,100.00999999999999,112,0.88,273,2.14,3922,23.53
CE,Barroquinha,10884,100.01000000000002,111,0.98,233,2.08,2669,19.21
CE,Baturité,21652,99.99000000000002,305,1.37,412,1.84,4254,15.98
CE,Beberibe,35472,100.00000000000003,562,1.51,991,2.68,7968,17.71
CE,Bela Cruz,15706,100.01000000000002,271,1.65,403,2.46,3830,18.95
CE,Boa Viagem,31983,99.98000000000003,328,0.99,679,2.06,8038,19.59
CE,Brejo Santo,28353,100.01,290,1.00,517,1.77,6131,17.37
CE,Camocim,37325,99.98999999999998,502,1.30,829,2.14,9202,19.23
CE,Campos Sales,15134,100.00000000000001,169,1.09,337,2.15,5804,27.07
CE,Canindé,45349,99.99000000000001,410,0.88,1024,2.19,10804,18.76
CE,Capistrano,12705,99.98999999999997,137,1.05,225,1.72,2700,17.12
CE,Caridade,13643,100.00000000000001,137,0.98,260,1.85,2608,15.67
CE,Cariré,11473,100.0,201,1.68,295,2.46,2810,19.01
CE,Caririaçu,18836,99.99,172,0.89,392,2.02,4608,19.19
CE,Cariús,11913,100.0,165,1.34,262,2.12,2580,17.29
CE,Carnaubal,10151,100.01,137,1.28,423,3.95,3140,22.67
CE,Cascavel,46003,100.0,850,1.77,1321,2.74,8741,15.36
CE,Catarina,6578,100.0,46,0.68,142,2.10,2719,28.67
CE,Catunda,6837,99.99000000000001,45,0.64,92,1.32,1549,18.17
CE,Caucaia,194801,100.01000000000003,2846,1.40,5696,2.80,32238,13.68
CE,Cedro,15605,100.01,172,1.07,387,2.39,3958,19.67
CE,Chaval,8138,100.00000000000004,99,1.18,174,2.07,2323,21.64
CE,Choró,9037,100.01,68,0.73,209,2.24,1968,17.44
CE,Chorozinho,13982,100.00000000000003,295,2.02,350,2.39,2537,14.78
CE,Coreaú,15007,100.00000000000003,221,1.43,321,2.06,3790,19.60
CE,Crateús,44677,100.0,521,1.12,1274,2.74,10875,18.96
CE,Crato,77943,100.0,665,0.84,1404,1.75,12580,13.59
CE,Croatá,10705,100.0,143,1.28,301,2.70,3337,23.04
CE,Cruz,16796,100.01,252,1.44,394,2.26,3956,18.49
CE,Deputado Irapuan Pinheiro,5800,100.00999999999999,48,0.80,132,2.21,1471,19.74
CE,Ererê,4244,99.99999999999999,39,0.90,79,1.81,1330,23.37
CE,Eusébio,41064,100.0,576,1.35,779,1.84,7436,14.92
CE,Farias Brito,13302,100.01999999999998,144,1.05,305,2.22,2345,14.57
CE,Forquilha,15169,99.99,255,1.61,410,2.59,2731,14.71
CE,Fortaleza,1507639,100.00000000000001,20208,1.29,35498,2.27,308855,16.50
CE,Fortim,12303,99.99000000000001,149,1.17,272,2.14,1898,12.98
CE,Frecheirinha,10091,100.01000000000002,144,1.37,305,2.89,2074,16.44
CE,General Sampaio,5929,100.0,60,0.99,74,1.22,1447,19.27
CE,Graça,9151,99.99000000000001,96,1.01,293,3.07,3864,28.83
CE,Granja,32707,100.0,455,1.33,1034,3.02,8145,19.24
CE,Granjeiro,4362,100.00999999999998,31,0.70,52,1.17,1350,23.30
CE,Groaíras,7086,99.99000000000001,199,2.65,208,2.78,1452,16.23
CE,Guaiúba,16254,100.0,175,1.05,327,1.95,2556,13.24
CE,Guaraciaba do Norte,24471,100.00000000000001,363,1.42,639,2.51,7264,22.19
CE,Guaramiranga,4776,99.99999999999999,48,0.98,98,1.99,959,16.31
CE,Hidrolândia,11913,100.00000000000001,103,0.84,243,1.98,2672,17.90
CE,Horizonte,46737,99.98,943,1.92,1286,2.63,8681,15.06
CE,Ibaretama,10071,100.01,94,0.91,179,1.73,1779,14.67
CE,Ibiapina,14290,100.00999999999999,232,1.55,424,2.84,3713,19.90
CE,Ibicuitinga,9749,100.00000000000001,138,1.37,187,1.86,1957,16.27
CE,Icapuí,13800,99.99000000000001,228,1.60,213,1.50,2257,13.68
CE,Icó,37406,100.00999999999999,412,1.07,755,1.96,10478,21.36
CE,Iguatu,55913,99.99999999999999,735,1.27,1145,1.98,10424,15.28
CE,Independência,16143,100.01,147,0.89,333,2.00,5170,23.72
CE,Ipaporanga,7546,100.00000000000003,64,0.82,167,2.15,2125,21.46
CE,Ipaumirim,7255,100.01,64,0.86,134,1.80,2103,22.01
