ESTADO,MUNICíPIO,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
RS,Barra Funda,864,38.4,1122,49.87,175,7.78,62,2.76,0,0.0,370,13.85,26,1.13,25,1.09
RS,Barra do Guarita,1119,54.77,847,41.46,13,0.64,53,2.59,0,0.0,465,18.26,19,0.92,19,0.91
RS,Barra do Quaraí,1299,56.72,871,38.03,40,1.75,65,2.84,0,0.0,730,23.72,37,1.58,21,0.89
RS,Barra do Ribeiro,3570,45.86,3487,44.79,211,2.71,445,5.72,0,0.0,2221,21.51,163,2.01,158,1.95
RS,Barra do Rio Azul,653,45.44,674,46.9,36,2.51,66,4.59,0,0.0,220,12.68,34,2.25,44,2.90
RS,Barracão,1638,48.91,1500,44.79,47,1.4,132,3.94,0,0.0,848,19.47,95,2.71,64,1.82
RS,Barros Cassal,3454,53.02,2538,38.96,96,1.47,380,5.83,0,0.0,1624,19.30,159,2.34,118,1.74
RS,Benjamin Constant do Sul,1021,61.8,582,35.23,18,1.09,22,1.33,0,0.0,392,18.93,15,0.90,12,0.71
RS,Bento Gonçalves,17140,23.57,50265,69.12,1557,2.14,2815,3.87,9,0.01,16139,17.64,1161,1.54,1458,1.94
RS,Boa Vista das Missões,789,50.74,667,42.89,51,3.28,44,2.83,0,0.0,358,18.43,19,1.20,10,0.63
RS,Boa Vista do Buricá,1626,34.8,2728,58.39,76,1.63,192,4.11,0,0.0,691,12.52,85,1.76,69,1.43
RS,Boa Vista do Cadeado,554,32.74,1010,59.69,32,1.89,83,4.91,0,0.0,353,16.83,30,1.72,23,1.32
RS,Boa Vista do Incra,756,41.24,976,53.25,21,1.15,66,3.6,0,0.0,269,12.59,24,1.28,11,0.59
RS,Boa Vista do Sul,499,24.72,1321,65.43,71,3.52,94,4.66,0,0.0,401,16.09,39,1.86,34,1.63
RS,Bom Jesus,3086,49.0,2740,43.51,127,2.02,307,4.87,0,0.0,1770,21.19,171,2.60,114,1.73
RS,Bom Princípio,1895,22.03,6073,70.62,178,2.07,361,4.2,0,0.0,1369,13.34,180,2.03,115,1.29
RS,Bom Progresso,983,53.02,788,42.5,33,1.78,41,2.21,0,0.0,431,18.47,25,1.31,23,1.21
RS,Bom Retiro do Sul,2831,35.65,4563,57.45,168,2.12,316,3.98,0,0.0,1504,15.38,166,2.01,170,2.05
RS,Boqueirão do Leão,2056,45.72,2086,46.39,112,2.49,202,4.49,0,0.0,823,15.13,67,1.45,52,1.13
RS,Bossoroca,2223,56.94,1389,35.58,97,2.48,174,4.46,0,0.0,1027,20.12,122,2.99,51,1.25
RS,Bozano,702,35.06,1189,59.39,51,2.55,55,2.75,0,0.0,314,13.32,27,1.32,15,0.73
RS,Braga,1354,59.75,787,34.73,33,1.46,83,3.66,0,0.0,511,17.97,35,1.50,32,1.37
RS,Brochier,1182,36.62,1629,50.46,138,4.28,232,7.19,0,0.0,495,12.77,62,1.84,90,2.66
RS,Butiá,6296,55.17,4168,36.52,341,2.99,516,4.52,0,0.0,2943,19.84,279,2.34,202,1.70
RS,Caçapava do Sul,11378,59.08,5810,30.17,643,3.34,1270,6.59,1,0.01,5075,20.16,501,2.49,345,1.72
RS,Cacequi,3569,54.66,2573,39.4,92,1.41,267,4.09,0,0.0,1842,21.53,95,1.42,88,1.31
RS,Cachoeira do Sul,18395,38.6,24681,51.8,1213,2.55,2804,5.88,6,0.01,17338,25.99,1075,2.18,647,1.31
RS,Cachoeirinha,31104,39.44,39912,50.61,2868,3.64,3897,4.94,11,0.01,22247,21.32,1601,1.94,1638,2.00
RS,Cacique Doble,1306,40.1,1772,54.41,28,0.86,130,3.99,0,0.0,594,14.93,91,2.69,37,1.09
RS,Caibaté,1715,52.38,1353,41.33,58,1.77,132,4.03,0,0.0,638,15.95,45,1.34,43,1.28
RS,Caiçara,1394,39.3,1841,51.9,132,3.72,152,4.29,0,0.0,636,14.92,46,1.27,35,0.96
RS,Camaquã,15349,40.01,19983,52.09,1119,2.92,1589,4.14,2,0.01,10755,21.25,904,2.27,589,1.48
RS,Camargo,753,36.95,1170,57.41,40,1.96,57,2.8,0,0.0,376,15.08,37,1.75,43,2.03
RS,Cambará do Sul,1343,34.47,2318,59.5,88,2.26,131,3.36,0,0.0,867,17.58,88,2.16,82,2.02
RS,Campestre da Serra,407,18.91,1605,74.58,33,1.53,87,4.04,0,0.0,463,17.12,43,1.91,47,2.10
RS,Campina das Missões,1828,42.95,2109,49.55,125,2.94,162,3.81,0,0.0,731,14.24,56,1.27,89,2.02
RS,Campinas do Sul,1004,26.03,2609,67.64,65,1.69,145,3.76,0,0.0,640,13.93,47,1.19,51,1.29
RS,Campo Bom,12978,31.25,25137,60.54,1036,2.5,1858,4.47,5,0.01,9788,18.55,719,1.67,749,1.74
RS,Campo Novo,1634,51.38,1411,44.37,59,1.86,65,2.04,0,0.0,821,20.05,58,1.77,36,1.10
RS,Campos Borges,997,40.19,1129,45.51,188,7.58,148,5.97,0,0.0,593,18.75,67,2.60,22,0.86
RS,Candelária,7320,41.0,9158,51.3,383,2.15,819,4.59,0,0.0,3624,16.17,533,2.84,401,2.13
RS,Cândido Godói,1417,29.42,3069,63.71,94,1.95,208,4.32,0,0.0,558,10.10,73,1.47,79,1.59
RS,Candiota,4114,66.02,1654,26.54,98,1.57,342,5.49,1,0.02,1458,18.48,115,1.78,86,1.34
RS,Canela,8140,32.31,14708,58.38,821,3.26,1218,4.83,5,0.02,7755,22.63,718,2.71,607,2.29
RS,Canguçu,13250,40.14,16365,49.58,890,2.7,2209,6.69,1,0.0,9203,20.80,1245,3.55,781,2.23
RS,Canoas,85130,42.92,92790,46.78,6793,3.43,10160,5.12,36,0.02,51930,20.08,3925,1.90,4406,2.13
RS,Canudos do Vale,876,55.69,571,36.3,37,2.35,81,5.15,0,0.0,193,10.61,31,1.91,22,1.35
RS,Capão Bonito do Sul,802,48.26,722,43.44,37,2.23,91,5.48,0,0.0,325,15.96,26,1.52,23,1.34
RS,Capão da Canoa,10977,34.94,18040,57.42,866,2.76,1225,3.9,5,0.02,9748,23.06,554,1.70,542,1.67
RS,Capão do Cipó,1252,55.45,867,38.4,59,2.61,75,3.32,0,0.0,559,19.34,48,2.06,25,1.07
RS,Capão do Leão,7687,54.6,5041,35.81,399,2.83,806,5.73,1,0.01,3108,17.38,389,2.63,304,2.06
RS,Capela de Santana,2865,45.05,3058,48.08,145,2.28,246,3.87,1,0.02,1164,15.01,99,1.50,134,2.03
RS,Capitão,857,37.82,1197,52.82,46,2.03,149,6.58,0,0.0,396,14.36,52,2.20,43,1.82
RS,Capivari do Sul,1179,40.38,1458,49.93,131,4.49,129,4.42,0,0.0,684,18.48,43,1.43,55,1.82
RS,Caraá,2081,43.56,2178,45.59,142,2.97,329,6.89,0,0.0,1404,21.92,141,2.82,84,1.68
RS,Carazinho,14472,39.59,19026,52.04,984,2.69,1734,4.74,0,0.0,9369,19.88,643,1.70,550,1.46
RS,Carlos Barbosa,4679,24.27,12563,65.16,650,3.37,1038,5.38,1,0.01,2807,12.34,309,1.55,358,1.79
RS,Carlos Gomes,574,49.91,512,44.52,20,1.74,32,2.78,0,0.0,185,13.44,28,2.35,14,1.17
RS,Casca,1696,27.65,3961,64.57,112,1.83,285,4.65,1,0.02,1228,16.12,159,2.49,99,1.55
RS,Caseiros,983,40.06,1285,52.36,64,2.61,103,4.2,0,0.0,532,17.24,65,2.55,34,1.33
RS,Catuípe,2544,40.82,3155,50.62,317,5.09,178,2.86,0,0.0,1049,13.99,130,2.01,85,1.32
RS,Caxias do Sul,85696,31.79,155130,57.54,8862,3.29,15277,5.67,37,0.01,61860,17.95,5439,1.92,7655,2.71
RS,Centenário,1018,45.0,1123,49.65,38,1.68,73,3.23,0,0.0,286,11.00,30,1.30,22,0.95
RS,Cerrito,2368,57.18,1366,32.99,123,2.97,242,5.84,0,0.0,1083,19.84,152,3.47,84,1.92
RS,Cerro Branco,1131,39.89,1463,51.6,109,3.84,103,3.63,0,0.0,679,18.57,91,3.06,51,1.71
RS,Cerro Grande,1196,58.71,682,33.48,98,4.81,49,2.41,0,0.0,463,18.00,36,1.70,36,1.71
RS,Cerro Grande do Sul,2638,47.51,2481,44.68,138,2.49,244,4.39,0,0.0,1153,16.65,134,2.32,85,1.47
RS,Cerro Largo,4010,48.64,3575,43.36,197,2.39,392,4.75,0,0.0,1519,15.14,83,0.98,186,2.18
RS,Chapada,2413,37.03,3569,54.76,132,2.03,317,4.86,0,0.0,1010,13.00,141,2.09,101,1.49
RS,Charqueadas,10340,52.71,7530,38.39,590,3.01,968,4.93,1,0.01,4949,19.54,374,1.84,390,1.91
RS,Charrua,935,47.41,921,46.7,23,1.17,80,4.06,0,0.0,407,16.61,35,1.71,37,1.81
RS,Chiapetta,1257,44.32,1392,49.08,63,2.22,104,3.67,0,0.0,588,16.84,42,1.45,25,0.86
RS,Chuí,1989,63.12,920,29.2,94,2.98,117,3.71,0,0.0,1223,26.80,122,3.65,67,2.01
RS,Chuvisca,1191,33.73,2059,58.31,109,3.09,141,3.99,0,0.0,544,12.86,98,2.66,58,1.57
RS,Cidreira,3806,48.01,3403,42.93,223,2.81,429,5.41,1,0.01,3030,27.00,136,1.66,131,1.60
RS,Ciríaco,1258,41.29,1556,51.07,48,1.58,167,5.48,0,0.0,506,13.72,95,2.98,40,1.26
RS,Colinas,558,29.54,1060,56.11,43,2.28,202,10.69,0,0.0,308,13.54,26,1.33,51,2.59
RS,Colorado,703,28.62,1598,65.07,34,1.38,108,4.4,0,0.0,487,16.07,51,2.01,37,1.45
RS,Condor,1712,37.28,2548,55.49,145,3.16,159,3.46,0,0.0,1141,19.38,81,1.70,73,1.54
RS,Constantina,2938,45.0,3228,49.44,128,1.96,207,3.17,0,0.0,1491,18.11,121,1.79,93,1.38
RS,Coqueiro Baixo,215,19.04,823,72.9,19,1.68,63,5.58,0,0.0,222,16.10,15,1.30,13,1.12
RS,Coqueiros do Sul,640,33.07,1136,58.71,57,2.95,89,4.6,0,0.0,337,14.44,36,1.81,25,1.25
RS,Coronel Barros,720,33.26,1240,57.27,107,4.94,77,3.56,0,0.0,331,12.98,30,1.35,25,1.13
RS,Coronel Bicaco,2501,53.16,1996,42.42,110,2.34,88,1.87,0,0.0,1172,19.49,69,1.43,66,1.36
RS,Coronel Pilar,264,21.53,858,69.98,28,2.28,63,5.14,0,0.0,243,16.07,33,2.60,10,0.79
RS,Cotiporã,589,20.55,1982,69.16,104,3.63,136,4.75,0,0.0,505,14.41,74,2.46,59,1.97
RS,Coxilha,1009,45.17,1123,50.27,30,1.34,61,2.73,0,0.0,375,14.08,27,1.18,27,1.18
RS,Crissiumal,3694,44.07,4116,49.11,152,1.81,357,4.26,0,0.0,2013,18.74,183,2.10,166,1.90
RS,Cristal,2397,48.55,2153,43.61,144,2.92,219,4.44,0,0.0,1227,19.34,95,1.86,87,1.70
RS,Cristal do Sul,1126,54.55,795,38.52,48,2.33,87,4.22,0,0.0,369,14.75,40,1.87,29,1.36
RS,Cruz Alta,16234,45.53,16946,47.52,734,2.06,1512,4.24,1,0.0,10690,22.54,559,1.52,524,1.43
RS,Cruzaltense,525,31.4,1025,61.3,20,1.2,87,5.2,0,0.0,264,13.29,29,1.68,22,1.28
RS,Cruzeiro do Sul,2722,34.74,4436,56.61,224,2.86,373,4.76,1,0.01,1282,13.54,173,2.11,180,2.20
RS,David Canabarro,1258,38.52,1773,54.29,74,2.27,141,4.32,0,0.0,558,14.01,111,3.24,47,1.37
RS,Derrubadas,1040,47.21,939,42.62,39,1.77,179,8.13,0,0.0,504,18.35,13,0.58,26,1.16
RS,Dezesseis de Novembro,1082,54.05,750,37.46,65,3.25,93,4.65,0,0.0,486,18.97,41,1.97,33,1.59
RS,Dilermando de Aguiar,1066,44.92,1087,45.81,23,0.97,168,7.08,0,0.0,615,20.08,40,1.63,35,1.43
RS,Dois Irmãos,6534,32.53,11837,58.93,458,2.28,942,4.69,1,0.0,3873,15.68,345,1.66,402,1.93
RS,Dois Irmãos das Missões,840,52.47,678,42.35,30,1.87,47,2.94,0,0.0,295,15.30,20,1.23,12,0.73
RS,Dois Lajeados,563,23.01,1679,68.61,73,2.98,104,4.25,0,0.0,453,15.12,49,1.93,47,1.85
RS,Dom Feliciano,4379,53.96,3205,39.49,187,2.3,286,3.52,0,0.0,1860,17.85,274,3.20,171,2.00
RS,Dom Pedrito,11541,53.88,8323,38.86,435,2.03,983,4.59,1,0.0,7640,25.69,350,1.59,332,1.50
RS,Dom Pedro de Alcântara,748,36.26,1062,51.48,83,4.02,147,7.13,0,0.0,331,13.51,28,1.32,28,1.32
RS,Dona Francisca,1066,43.69,1166,47.79,49,2.01,142,5.82,0,0.0,496,16.43,51,2.02,31,1.23
RS,Doutor Maurício Cardoso,1166,35.52,1937,59.0,63,1.92,92,2.8,0,0.0,565,14.35,32,0.95,57,1.69
RS,Doutor Ricardo,475,28.88,1026,62.37,45,2.74,85,5.17,0,0.0,379,18.12,36,2.10,32,1.87
RS,Eldorado do Sul,9765,47.39,8827,42.83,836,4.06,952,4.62,1,0.0,4606,17.72,372,1.74,407,1.90
RS,Encantado,4057,29.7,8475,62.03,328,2.4,648,4.74,1,0.01,3473,19.68,245,1.73,268,1.89
RS,Encruzilhada do Sul,8343,58.05,4946,34.41,391,2.72,604,4.2,0,0.0,3653,19.43,482,3.18,298,1.97
RS,Engenho Velho,520,55.61,370,39.57,24,2.57,16,1.71,0,0.0,223,18.41,36,3.64,17,1.72
RS,Entre Rios do Sul,966,47.49,954,46.9,18,0.88,81,3.98,0,0.0,542,20.49,37,1.76,32,1.52
RS,Entre-Ijuís,2577,44.41,2760,47.56,160,2.76,255,4.39,0,0.0,1262,17.35,106,1.76,101,1.68
RS,Erebango,834,41.53,1078,53.69,28,1.39,59,2.94,0,0.0,444,17.54,32,1.53,48,2.30
RS,Erechim,20727,32.57,38094,59.85,1310,2.06,2776,4.36,4,0.01,14291,17.82,1143,1.73,1107,1.68
RS,Ernestina,1030,43.74,1149,48.79,73,3.1,89,3.78,0,0.0,425,15.06,20,0.83,22,0.92
RS,Erval Grande,1819,53.19,1388,40.58,58,1.7,135,3.95,0,0.0,663,15.70,81,2.28,58,1.63
RS,Erval Seco,2379,52.69,1784,39.51,183,4.05,142,3.15,0,0.0,891,16.14,61,1.31,55,1.19
RS,Esmeralda,948,45.82,996,48.14,36,1.74,79,3.82,0,0.0,581,21.45,39,1.84,19,0.89
RS,Esperança do Sul,1411,56.33,953,38.04,27,1.08,104,4.15,0,0.0,452,15.02,26,1.01,27,1.06
RS,Espumoso,4308,41.8,5188,50.34,414,4.02,339,3.29,0,0.0,2051,16.29,143,1.36,94,0.89
RS,Estação,1218,30.53,2454,61.52,93,2.33,174,4.36,0,0.0,695,14.32,73,1.76,97,2.33
RS,Estância Velha,8077,27.82,18687,64.36,727,2.5,1162,4.0,4,0.01,6719,18.15,563,1.86,697,2.30
RS,Esteio,24275,47.05,22403,43.42,1693,3.28,2524,4.89,11,0.02,14756,21.61,922,1.72,1006,1.88
RS,Estrela,5474,26.81,13301,65.13,445,2.18,937,4.59,0,0.0,4789,18.52,314,1.49,336,1.59
RS,Estrela Velha,1038,43.78,1094,46.14,43,1.81,178,7.51,0,0.0,443,15.11,62,2.49,55,2.21
RS,Eugênio de Castro,767,39.56,1039,53.58,53,2.73,76,3.92,0,0.0,438,17.80,48,2.37,35,1.73
RS,Fagundes Varela,397,19.73,1450,72.07,68,3.38,77,3.83,0,0.0,281,11.96,26,1.25,31,1.50
RS,Farroupilha,11200,24.63,30199,66.41,1329,2.92,2072,4.56,3,0.01,9817,17.16,912,1.93,1016,2.14
RS,Faxinal do Soturno,1779,38.6,2384,51.72,138,2.99,255,5.53,0,0.0,996,17.30,90,1.89,61,1.28
RS,Faxinalzinho,747,40.42,1019,55.14,20,1.08,53,2.87,0,0.0,413,17.71,37,1.93,34,1.77
RS,Fazenda Vilanova,1153,41.43,1406,50.52,93,3.34,110,3.95,0,0.0,552,15.98,58,1.99,62,2.14
RS,Feliz,2710,30.52,5354,60.3,240,2.7,439,4.94,2,0.02,1566,14.51,143,1.55,201,2.18
RS,Flores da Cunha,3378,16.75,15104,74.88,474,2.35,889,4.41,1,0.0,3644,14.83,294,1.40,466,2.23
RS,Floriano Peixoto,675,44.97,724,48.23,31,2.07,63,4.2,0,0.0,337,17.93,20,1.29,22,1.43
RS,Fontoura Xavier,3673,57.55,2329,36.49,182,2.85,152,2.38,0,0.0,1729,20.70,155,2.34,88,1.33
RS,Formigueiro,2173,49.67,1720,39.31,103,2.35,321,7.34,0,0.0,1067,18.82,107,2.32,119,2.59
RS,Forquetinha,630,31.71,1245,62.66,20,1.01,69,3.47,0,0.0,288,12.09,53,2.53,55,2.63
RS,Fortaleza dos Valos,1336,42.19,1609,50.81,72,2.27,118,3.73,0,0.0,456,12.30,51,1.56,34,1.05
RS,Frederico Westphalen,7813,39.12,10799,54.07,407,2.04,808,4.05,1,0.01,4926,19.30,359,1.74,272,1.32
RS,Garibaldi,5040,23.48,14654,68.27,499,2.32,951,4.43,1,0.0,3510,13.62,373,1.68,415,1.86
RS,Garruchos,1201,60.63,673,33.97,58,2.93,42,2.12,0,0.0,534,20.77,29,1.42,27,1.33
RS,Gaurama,1314,30.88,2626,61.72,121,2.84,148,3.48,0,0.0,729,14.12,113,2.55,67,1.51
RS,General Câmara,2484,50.65,2049,41.78,113,2.3,227,4.63,0,0.0,1149,18.55,63,1.25,77,1.53
RS,Gentil,349,26.38,881,66.59,44,3.33,40,3.02,0,0.0,257,15.84,23,1.69,19,1.39
RS,Getúlio Vargas,2864,28.42,6421,63.71,189,1.88,485,4.81,1,0.01,2679,20.31,218,2.08,218,2.07
RS,Giruá,3610,34.99,6111,59.24,276,2.68,270,2.62,0,0.0,2176,17.03,149,1.41,134,1.26
RS,Glorinha,1594,31.85,3027,60.48,115,2.3,223,4.46,0,0.0,1317,20.18,103,1.98,101,1.94
RS,Gramado,6015,23.74,17266,68.13,626,2.47,1106,4.36,1,0.0,7059,21.15,447,1.70,533,2.02
RS,Gramado Xavier,1261,52.39,968,40.22,49,2.04,116,4.82,0,0.0,524,17.38,56,2.25,28,1.12
RS,Gramado dos Loureiros,1044,58.06,664,36.93,41,2.28,38,2.11,0,0.0,366,16.54,24,1.30,25,1.35
RS,Gravataí,55463,38.24,75004,51.72,4944,3.41,7602,5.24,23,0.02,39579,20.66,3521,2.32,3471,2.28
RS,Guabiju,271,24.05,778,69.03,12,1.06,51,4.53,0,0.0,219,15.60,41,3.46,17,1.43
RS,Guaíba,27380,47.8,24498,42.77,2031,3.55,2624,4.58,11,0.02,15863,21.00,1316,2.20,1092,1.83
RS,Guaporé,3706,24.07,10571,68.66,449,2.92,509,3.31,0,0.0,2693,14.43,309,1.94,262,1.64
RS,Guarani das Missões,2224,45.15,2354,47.79,128,2.6,190,3.86,0,0.0,800,13.55,96,1.88,82,1.61
RS,Harmonia,931,27.92,2158,64.71,62,1.86,150,4.5,0,0.0,419,10.71,68,1.94,90,2.58
RS,Herval,2552,66.22,960,24.91,141,3.66,174,4.51,1,0.03,1211,23.21,81,2.02,71,1.77
RS,Herveiras,1303,62.61,674,32.39,21,1.01,72,3.46,0,0.0,409,16.10,26,1.22,25,1.17
RS,Horizontina,3813,31.43,7489,61.73,291,2.4,409,3.37,0,0.0,2249,15.35,129,1.04,145,1.17
RS,Hulha Negra,2307,60.46,1243,32.57,108,2.83,134,3.51,0,0.0,863,18.10,47,1.20,41,1.05
RS,Humaitá,1408,41.41,1755,51.62,58,1.71,159,4.68,0,0.0,613,14.97,37,1.06,46,1.32
RS,Ibarama,1393,47.56,1276,43.56,53,1.81,155,5.29,0,0.0,528,14.81,59,1.94,50,1.65
RS,Ibiaçá,1061,32.42,1915,58.51,176,5.38,97,2.96,0,0.0,522,13.30,80,2.35,50,1.47
RS,Ibiraiaras,1219,27.42,2848,64.06,114,2.56,208,4.68,0,0.0,752,13.97,108,2.33,77,1.66
RS,Ibirapuitã,1309,45.96,1388,48.74,40,1.4,88,3.09,0,0.0,596,16.98,40,1.37,27,0.93
RS,Ibirubá,4259,31.6,8129,60.31,320,2.37,642,4.76,0,0.0,2383,14.68,197,1.42,174,1.26
RS,Igrejinha,7124,32.41,13294,60.49,465,2.12,857,3.9,3,0.01,4719,17.16,428,1.88,380,1.67
RS,Ijuí,21022,40.95,26764,52.14,1480,2.88,1672,3.26,6,0.01,12149,18.75,750,1.43,571,1.08
RS,Ilópolis,679,23.68,2019,70.4,41,1.43,113,3.94,0,0.0,592,16.55,71,2.38,46,1.54
RS,Imbé,5944,40.11,7485,50.51,368,2.48,905,6.11,0,0.0,5429,26.19,251,1.64,231,1.51
RS,Imigrante,673,32.29,1128,54.13,50,2.4,198,9.5,0,0.0,484,18.03,48,2.18,68,3.09
RS,Independência,1666,36.73,2479,54.65,115,2.54,236,5.2,0,0.0,826,15.08,71,1.52,44,0.95
RS,Inhacorá,789,50.22,708,45.07,24,1.53,39,2.48,0,0.0,370,18.71,18,1.12,19,1.18
RS,Ipê,929,20.88,3164,71.12,110,2.47,206,4.63,0,0.0,857,15.67,81,1.75,81,1.76
RS,Ipiranga do Sul,347,21.21,1195,73.04,33,2.02,47,2.87,0,0.0,274,13.98,21,1.25,29,1.72
RS,Iraí,2359,50.81,2066,44.5,59,1.27,147,3.17,0,0.0,1640,25.29,101,2.09,101,2.08
RS,Itaara,1484,42.84,1704,49.19,64,1.85,182,5.25,0,0.0,713,16.72,49,1.38,39,1.10
RS,Itacurubi,1042,50.02,847,40.66,137,6.58,53,2.54,0,0.0,535,19.98,35,1.63,25,1.17
RS,Itapuca,558,39.16,806,56.56,19,1.33,34,2.39,0,0.0,289,16.21,28,1.88,41,2.74
RS,Itaqui,8700,44.91,9173,47.36,537,2.77,838,4.33,0,0.0,7988,28.63,285,1.43,256,1.29
RS,Itati,1116,42.94,1284,49.4,64,2.46,124,4.77,0,0.0,589,17.98,42,1.56,45,1.68
RS,Itatiba do Sul,1803,62.04,1021,35.13,26,0.89,46,1.58,0,0.0,514,14.73,30,1.01,40,1.34
RS,Ivorá,654,44.86,551,37.79,44,3.02,187,12.83,0,0.0,345,18.51,27,1.78,34,2.24
RS,Ivoti,3759,26.79,8863,63.17,392,2.79,746,5.32,3,0.02,1738,10.67,204,1.40,310,2.13
RS,Jaboticaba,1289,49.77,1138,43.94,92,3.55,59,2.28,0,0.0,565,17.45,38,1.43,45,1.68
RS,Jacuizinho,912,55.17,636,38.48,38,2.3,59,3.57,0,0.0,276,14.05,25,1.48,11,0.65
RS,Jacutinga,844,35.63,1371,57.87,43,1.82,94,3.97,0,0.0,433,14.79,76,3.05,50,2.00
RS,Jaguarão,8500,55.37,5355,34.88,449,2.92,912,5.94,3,0.02,4863,23.32,348,2.18,288,1.80
RS,Jaguari,2887,41.84,3300,47.83,224,3.25,421,6.1,0,0.0,1362,15.79,241,3.32,125,1.72
RS,Jaquirana,1200,46.21,1208,46.52,58,2.23,103,3.97,0,0.0,751,21.51,70,2.56,73,2.66
RS,Jari,1246,55.8,794,35.56,48,2.15,139,6.22,0,0.0,459,16.26,90,3.81,41,1.73
RS,Jóia,2857,55.42,2027,39.32,113,2.19,133,2.58,0,0.0,873,14.17,72,1.36,59,1.12
RS,Júlio de Castilhos,6602,55.06,4441,37.04,171,1.43,718,5.99,0,0.0,2767,18.35,188,1.53,132,1.07
RS,Lagoa Bonita do Sul,996,53.49,760,40.82,32,1.72,58,3.11,0,0.0,417,17.85,31,1.62,26,1.35
RS,Lagoa Vermelha,6514,40.74,8337,52.14,416,2.6,616,3.85,0,0.0,3541,17.57,400,2.40,222,1.34
RS,Lagoa dos Três Cantos,334,24.87,900,67.01,38,2.83,57,4.24,0,0.0,219,13.68,21,1.52,18,1.30
RS,Lagoão,2392,65.5,1029,28.18,91,2.49,126,3.45,0,0.0,788,17.16,92,2.42,59,1.55
RS,Lajeado,16705,33.41,29372,58.74,1070,2.14,2203,4.41,7,0.01,11424,18.06,914,1.76,905,1.75
RS,Lajeado do Bugre,919,58.68,579,36.97,30,1.92,30,1.92,0,0.0,387,19.36,20,1.24,26,1.61
RS,Lavras do Sul,2618,60.8,1376,31.96,85,1.97,203,4.71,0,0.0,968,17.71,104,2.31,89,1.98
RS,Liberato Salzano,1960,57.43,1268,37.15,61,1.79,112,3.28,0,0.0,829,18.82,113,3.15,51,1.43
RS,Lindolfo Collor,1629,43.37,1915,50.99,44,1.17,135,3.59,0,0.0,618,13.55,79,2.01,109,2.76
RS,Linha Nova,358,30.84,685,59.0,30,2.58,77,6.63,0,0.0,237,16.41,21,1.74,25,2.07
RS,Maçambará,1420,47.57,1321,44.25,85,2.85,145,4.86,0,0.0,903,22.84,38,1.24,27,0.89
RS,Machadinho,1555,40.61,2070,54.06,33,0.86,152,3.97,0,0.0,685,14.66,77,1.93,80,2.01
RS,Mampituba,1244,52.89,922,39.2,55,2.34,108,4.59,0,0.0,430,15.07,38,1.57,33,1.36
RS,Manoel Viana,2312,54.36,1697,39.9,105,2.47,121,2.85,0,0.0,1111,20.23,69,1.57,60,1.37
RS,Maquiné,2407,50.74,1942,40.94,188,3.96,182,3.84,0,0.0,908,15.60,91,1.85,79,1.61
RS,Maratá,527,27.04,1203,61.72,48,2.46,149,7.64,0,0.0,303,13.04,28,1.38,43,2.13
RS,Marau,7679,30.0,16024,62.59,502,1.96,1131,4.42,1,0.0,5403,16.93,535,2.02,384,1.45
RS,Marcelino Ramos,1302,41.4,1645,52.31,60,1.91,113,3.59,0,0.0,599,15.61,48,1.48,46,1.42
RS,Mariana Pimentel,1076,38.39,1473,52.55,65,2.32,168,5.99,0,0.0,632,17.85,60,2.06,46,1.58
RS,Mariano Moro,847,48.51,764,43.76,79,4.52,45,2.58,0,0.0,343,15.92,47,2.59,19,1.05
RS,Marques de Souza,988,35.22,1660,59.18,47,1.68,89,3.17,0,0.0,567,16.30,48,1.64,59,2.03
RS,Mata,1488,48.06,1355,43.77,64,2.07,157,5.07,0,0.0,791,19.46,118,3.61,59,1.80
RS,Mato Castelhano,590,25.8,1553,67.91,56,2.45,75,3.28,0,0.0,421,15.35,18,0.77,16,0.69
RS,Mato Leitão,1110,34.49,1817,56.46,72,2.24,187,5.81,0,0.0,564,14.37,79,2.35,64,1.90
RS,Mato Queimado,609,46.52,576,44.0,34,2.6,74,5.65,0,0.0,270,16.72,19,1.42,17,1.26
RS,Maximiliano de Almeida,1044,33.06,1894,59.97,47,1.49,139,4.4,0,0.0,696,17.38,82,2.47,68,2.06
RS,Minas do Leão,2573,52.25,1950,39.6,103,2.09,263,5.34,0,0.0,1147,18.32,105,2.06,85,1.66
RS,Miraguaí,2007,57.82,1306,37.63,76,2.19,67,1.93,0,0.0,635,15.14,51,1.44,36,1.01
RS,Montauri,269,22.62,849,71.4,16,1.35,40,3.36,0,0.0,236,16.00,28,2.26,22,1.78
RS,Monte Alegre dos Campos,896,37.55,1316,55.16,54,2.26,108,4.53,0,0.0,772,23.70,68,2.73,32,1.29
RS,Monte Belo do Sul,414,16.34,1931,76.2,45,1.78,114,4.5,0,0.0,405,13.46,34,1.31,36,1.38
RS,Montenegro,14071,38.5,18928,51.8,1122,3.07,1956,5.35,3,0.01,10380,21.43,781,2.05,723,1.90
