ESTADO,MUNICíPIO,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
BA,Apuarema,3122,70.32,1125,25.34,106,2.39,54,1.22,0,0.0,1256,21.05,45,0.95,226,4.80
BA,Araçás,6089,79.57,1217,15.9,144,1.88,112,1.46,0,0.0,2096,20.67,108,1.35,286,3.55
BA,Aracatu,7610,78.15,1769,18.17,161,1.65,134,1.38,0,0.0,1730,14.45,156,1.52,352,3.44
BA,Araci,23385,82.14,3682,12.93,747,2.62,374,1.31,2,0.01,12405,29.41,296,1.00,1013,3.40
BA,Aramari,5832,82.88,839,11.92,164,2.33,114,1.62,0,0.0,1844,19.85,115,1.55,292,3.92
BA,Arataca,3091,69.13,1149,25.7,117,2.62,71,1.59,0,0.0,1632,25.95,27,0.58,160,3.43
BA,Aratuípe,5022,79.56,987,15.64,101,1.6,128,2.03,0,0.0,1953,22.75,112,1.69,208,3.14
BA,Aurelino Leal,5086,72.03,1617,22.9,126,1.78,169,2.39,1,0.01,2523,25.66,59,0.81,191,2.61
BA,Baianópolis,6815,73.3,2072,22.29,138,1.48,179,1.93,0,0.0,2544,20.67,116,1.18,349,3.58
BA,Baixa Grande,7404,69.03,2712,25.29,259,2.41,197,1.84,0,0.0,4519,28.01,226,1.95,661,5.69
BA,Banzaê,6093,76.73,1417,17.84,232,2.92,117,1.47,0,0.0,1949,19.03,80,0.96,271,3.27
BA,Barra,21605,80.77,4079,15.25,411,1.54,383,1.43,0,0.0,10683,27.68,210,0.75,959,3.44
BA,Barra da Estiva,11769,74.26,3367,21.24,322,2.03,291,1.84,0,0.0,3256,16.24,264,1.57,677,4.03
BA,Barra do Choça,16219,76.93,3681,17.46,462,2.19,513,2.43,0,0.0,7236,24.47,255,1.14,991,4.44
BA,Barra do Mendes,8342,87.48,824,8.64,166,1.74,130,1.36,0,0.0,2925,22.85,97,0.98,244,2.47
BA,Barra do Rocha,1893,64.1,856,28.99,106,3.59,81,2.74,0,0.0,1131,27.00,21,0.68,84,2.75
BA,Barreiras,47952,58.05,30197,36.56,1854,2.24,1950,2.36,5,0.01,18593,17.86,976,1.14,1923,2.25
BA,Barro Alto,6585,78.97,1268,15.21,273,3.27,135,1.62,1,0.01,2283,20.86,77,0.89,247,2.85
BA,Barro Preto,3067,71.24,959,22.28,82,1.9,133,3.09,0,0.0,1562,25.64,59,1.31,165,3.64
BA,Barrocas,8997,83.29,1347,12.47,227,2.1,130,1.2,1,0.01,2443,17.80,106,0.93,374,3.32
BA,Belmonte,7605,68.09,3057,27.37,188,1.68,227,2.03,1,0.01,4402,27.32,127,1.08,417,3.56
BA,Belo Campo,8583,74.27,2421,20.95,240,2.08,177,1.53,0,0.0,4268,25.96,138,1.14,479,3.93
BA,Biritinga,7882,84.91,1017,10.96,148,1.59,157,1.69,0,0.0,2523,20.14,135,1.35,585,5.85
BA,Boa Nova,7118,83.32,1001,11.72,157,1.84,140,1.64,0,0.0,4901,35.06,92,1.01,443,4.88
BA,Boa Vista do Tupim,7431,71.98,2390,23.15,197,1.91,178,1.72,1,0.01,3517,24.19,103,0.93,594,5.39
BA,Bom Jesus da Lapa,27731,76.21,7159,19.67,667,1.83,573,1.57,6,0.02,11881,23.75,439,1.15,1319,3.46
BA,Bom Jesus da Serra,5451,85.25,673,10.53,123,1.92,100,1.56,0,0.0,2852,29.56,60,0.88,341,5.02
BA,Boninal,5537,71.11,1943,24.95,137,1.76,89,1.14,1,0.01,2903,26.00,127,1.54,347,4.20
BA,Bonito,7602,81.34,1365,14.61,209,2.24,123,1.32,0,0.0,3144,24.31,106,1.08,339,3.46
BA,Boquira,10579,89.74,879,7.46,163,1.38,100,0.85,0,0.0,4660,27.34,108,0.87,487,3.93
BA,Botuporã,5457,81.37,946,14.11,170,2.54,46,0.69,0,0.0,2755,27.77,68,0.95,390,5.44
BA,Brejões,5775,72.24,1836,22.97,161,2.01,152,1.9,0,0.0,3210,27.55,113,1.34,336,3.98
BA,Brejolândia,4217,70.47,1442,24.1,117,1.96,121,2.02,0,0.0,2123,25.24,136,2.16,168,2.67
BA,Brotas de Macaúbas,5239,75.53,1338,19.29,189,2.72,103,1.49,0,0.0,2235,23.45,73,1.00,285,3.91
BA,Brumado,27831,67.79,11262,27.43,917,2.23,702,1.71,2,0.0,7874,15.41,573,1.33,1581,3.66
BA,Buerarema,3581,38.95,4907,53.37,176,1.91,374,4.07,0,0.0,3269,25.33,114,1.19,327,3.39
BA,Buritirama,8737,77.05,2019,17.81,214,1.89,192,1.69,0,0.0,4436,27.20,72,0.60,464,3.91
BA,Caatiba,2950,66.4,1221,27.48,74,1.67,145,3.26,0,0.0,1857,28.40,38,0.81,200,4.27
BA,Cabaceiras do Paraguaçu,8433,83.12,1240,12.22,172,1.7,164,1.62,0,0.0,2766,20.59,144,1.35,378,3.54
BA,Cachoeira,15921,81.52,2713,13.89,337,1.73,360,1.84,1,0.01,5901,22.39,300,1.47,622,3.04
BA,Caculé,9571,69.82,3307,24.12,356,2.6,267,1.95,0,0.0,3479,19.35,230,1.59,561,3.87
BA,Caem,4810,81.54,823,13.95,138,2.34,70,1.19,0,0.0,1754,21.96,58,0.93,276,4.43
BA,Caetanos,6535,87.26,719,9.6,116,1.55,93,1.24,0,0.0,2770,26.14,67,0.86,272,3.47
BA,Caetité,25307,77.26,5835,17.81,800,2.44,503,1.54,4,0.01,7581,17.99,383,1.11,1418,4.10
BA,Cafarnaum,7945,73.27,2392,22.06,241,2.22,175,1.61,0,0.0,3487,23.46,162,1.42,372,3.27
BA,Cairu,6846,64.51,3211,30.26,177,1.67,261,2.46,0,0.0,2780,19.94,171,1.53,378,3.39
BA,Caldeirão Grande,5986,79.54,1164,15.47,179,2.38,96,1.28,0,0.0,2911,27.03,82,1.04,252,3.21
BA,Camacã,7618,57.92,4708,35.79,295,2.24,371,2.82,1,0.01,4862,26.07,152,1.10,482,3.50
BA,Camaçari,96759,64.77,41549,27.81,4986,3.34,4095,2.74,17,0.01,33050,17.22,2943,1.86,6585,4.14
BA,Camamu,11173,63.9,5185,29.66,364,2.08,487,2.79,3,0.02,8307,31.04,265,1.44,702,3.80
BA,Campo Alegre de Lourdes,14265,82.64,2430,14.08,269,1.56,163,0.94,0,0.0,7287,28.94,103,0.58,528,2.95
BA,Campo Formoso,30654,71.13,10017,23.24,1094,2.54,767,1.78,2,0.0,11846,20.67,662,1.45,1699,3.74
BA,Canápolis,5233,79.92,1115,17.03,85,1.3,65,0.99,0,0.0,1992,22.48,73,1.06,250,3.64
BA,Canarana,11925,78.36,2569,16.88,375,2.46,246,1.62,0,0.0,4377,21.71,135,0.85,432,2.74
BA,Canavieiras,10936,63.25,5265,30.45,316,1.83,569,3.29,3,0.02,6703,26.97,182,1.00,678,3.74
BA,Candeal,4651,76.85,1165,19.25,71,1.17,108,1.78,0,0.0,1382,17.92,61,0.97,216,3.41
BA,Candeias,40234,80.09,7471,14.87,978,1.95,1000,1.99,0,0.0,13118,19.83,922,1.73,1881,3.55
BA,Candiba,6436,76.36,1654,19.62,131,1.55,88,1.04,0,0.0,2019,18.46,128,1.43,361,4.05
BA,Cândido Sales,10433,70.61,3599,24.36,366,2.48,259,1.75,0,0.0,4704,23.37,151,0.98,495,3.21
BA,Cansanção,18667,84.49,2660,12.04,345,1.56,203,0.92,0,0.0,7125,23.71,200,0.88,629,2.74
BA,Canudos,7993,81.93,1434,14.7,165,1.69,83,0.85,1,0.01,3135,23.53,62,0.61,369,3.62
BA,Capela do Alto Alegre,5117,72.6,1527,21.67,201,2.85,136,1.93,0,0.0,2288,23.31,141,1.87,337,4.48
BA,Capim Grosso,11588,64.52,5393,30.03,597,3.32,239,1.33,1,0.01,5792,23.43,282,1.49,685,3.62
BA,Caraíbas,4701,74.57,1173,18.61,243,3.85,115,1.82,0,0.0,2381,26.58,58,0.89,214,3.25
BA,Caravelas,7646,66.16,3387,29.31,186,1.61,191,1.65,0,0.0,4281,26.08,136,1.12,443,3.65
BA,Cardeal da Silva,4743,87.49,500,9.22,103,1.9,49,0.9,0,0.0,2171,27.23,96,1.66,285,4.91
BA,Carinhanha,11160,66.03,4943,29.25,372,2.2,241,1.43,0,0.0,5670,24.41,135,0.77,518,2.95
BA,Casa Nova,34612,78.22,8205,18.54,745,1.68,445,1.01,1,0.0,10692,18.86,375,0.82,1385,3.01
BA,Castro Alves,13961,80.69,2701,15.61,270,1.56,244,1.41,0,0.0,5025,21.79,177,0.98,552,3.06
BA,Catolândia,2448,78.49,559,17.92,38,1.22,56,1.8,0,0.0,711,18.05,38,1.18,72,2.23
BA,Catu,23703,76.02,5531,17.74,912,2.92,727,2.33,0,0.0,8506,20.30,808,2.42,1408,4.22
BA,Caturama,4477,83.64,635,11.86,87,1.63,59,1.1,0,0.0,1955,25.62,85,1.50,239,4.21
BA,Central,8101,78.7,1712,16.63,257,2.5,137,1.33,0,0.0,2960,21.51,151,1.40,354,3.28
BA,Chorrochó,5651,83.72,854,12.65,116,1.72,81,1.2,0,0.0,2197,23.80,63,0.89,220,3.13
BA,Cícero Dantas,14472,75.06,3889,20.17,497,2.58,274,1.42,1,0.01,6542,24.44,278,1.37,669,3.31
BA,Cipó,6813,66.97,2849,28.01,241,2.37,178,1.75,1,0.01,3665,25.49,98,0.91,441,4.12
BA,Coaraci,7483,65.35,3373,29.46,239,2.09,266,2.32,0,0.0,4817,28.56,137,1.14,460,3.82
BA,Cocos,7878,67.79,3332,28.67,157,1.35,102,0.88,0,0.0,3610,22.98,125,1.03,353,2.92
BA,Conceição da Feira,10569,77.86,2329,17.16,227,1.67,344,2.53,0,0.0,3231,18.37,227,1.58,553,3.85
BA,Conceição do Almeida,9457,81.94,1683,14.58,151,1.31,129,1.12,0,0.0,3208,20.94,148,1.22,424,3.50
BA,Conceição do Coité,26448,63.01,13460,32.07,1121,2.67,485,1.16,2,0.0,10024,18.47,755,1.71,1527,3.45
BA,Conceição do Jacuípe,14526,70.68,4685,22.8,497,2.42,601,2.92,1,0.0,5159,19.26,363,1.68,708,3.27
BA,Conde,10418,76.79,2475,18.24,240,1.77,266,1.96,1,0.01,4994,25.95,168,1.18,520,3.65
BA,Condeúba,7264,68.31,2659,25.0,324,3.05,250,2.35,0,0.0,4585,28.85,164,1.46,507,4.48
BA,Contendas do Sincorá,2475,75.16,647,19.65,90,2.73,51,1.55,0,0.0,850,19.75,52,1.50,108,3.13
BA,Coração de Maria,13554,80.77,2505,14.93,290,1.73,282,1.68,0,0.0,4619,20.72,233,1.31,662,3.75
BA,Cordeiros,3144,64.11,1422,29.0,153,3.12,118,2.41,1,0.02,2136,29.11,60,1.15,237,4.56
BA,Coribe,6845,74.42,2015,21.91,130,1.41,105,1.14,0,0.0,2797,22.53,110,1.15,308,3.20
BA,Coronel João Sá,8511,78.89,1783,16.53,275,2.55,120,1.11,0,0.0,2509,18.10,125,1.10,439,3.87
BA,Correntina,14605,73.87,4278,21.64,414,2.09,277,1.4,0,0.0,7254,25.80,266,1.28,825,3.95
BA,Cotegipe,7011,79.99,1499,17.1,80,0.91,117,1.33,0,0.0,2940,24.65,55,0.61,166,1.85
BA,Cravolândia,2376,81.45,422,14.47,61,2.09,38,1.3,0,0.0,1207,27.63,65,2.06,179,5.66
BA,Crisópolis,9712,83.5,1447,12.44,238,2.05,120,1.03,0,0.0,5521,31.03,137,1.12,503,4.10
BA,Cristópolis,6615,72.33,2066,22.59,195,2.13,171,1.87,0,0.0,2951,23.50,123,1.28,335,3.49
BA,Cruz das Almas,25821,67.19,10527,27.39,872,2.27,847,2.2,1,0.0,7289,15.36,629,1.56,1095,2.73
BA,Curaçá,15857,78.83,3457,17.19,454,2.26,228,1.13,1,0.0,5716,21.49,164,0.79,606,2.90
BA,Dário Meira,4307,75.53,1099,19.27,115,2.02,118,2.07,0,0.0,2011,25.02,79,1.31,247,4.10
BA,Dias D'Ávila,28630,72.05,8478,21.33,1180,2.97,971,2.44,2,0.01,11458,21.34,812,1.92,1685,3.99
BA,Dom Basílio,7163,85.3,964,11.48,165,1.96,64,0.76,0,0.0,1741,16.55,123,1.40,258,2.94
BA,Dom Macedo Costa,2505,71.51,823,23.49,69,1.97,65,1.86,0,0.0,716,16.29,47,1.27,129,3.51
BA,Elísio Medrado,4017,72.71,1276,23.1,93,1.68,95,1.72,0,0.0,1949,24.83,109,1.85,265,4.49
BA,Encruzilhada,7979,72.2,2507,22.68,226,2.04,261,2.36,0,0.0,3689,23.97,94,0.80,552,4.72
BA,Entre Rios,17300,77.08,4011,17.87,504,2.25,436,1.94,2,0.01,9315,28.10,415,1.75,971,4.07
BA,Érico Cardoso,4619,77.73,1029,17.32,136,2.29,89,1.5,0,0.0,2440,27.63,96,1.50,354,5.54
BA,Esplanada,15155,77.38,3561,18.18,302,1.54,382,1.95,1,0.01,6278,23.33,307,1.49,741,3.59
BA,Euclides da Cunha,27893,80.54,5200,15.02,835,2.41,426,1.23,6,0.02,11101,23.55,368,1.02,1042,2.89
BA,Eunápolis,31206,51.44,25685,42.34,1551,2.56,1730,2.85,6,0.01,18075,22.16,784,1.24,2025,3.19
BA,Fátima,9803,83.34,1376,11.7,322,2.74,162,1.38,0,0.0,3636,22.83,148,1.20,378,3.08
BA,Feira da Mata,2518,62.86,1347,33.62,71,1.77,43,1.07,0,0.0,1327,24.36,34,0.82,81,1.97
BA,Feira de Santana,211813,61.7,107271,31.25,9655,2.81,11074,3.23,61,0.02,64267,15.10,5228,1.45,12695,3.51
BA,Filadélfia,8322,74.36,2303,20.58,188,1.68,234,2.09,0,0.0,4000,25.52,166,1.42,319,2.73
BA,Firmino Alves,2440,67.53,1025,28.37,66,1.83,61,1.69,0,0.0,1497,28.21,44,1.15,153,4.02
BA,Floresta Azul,4280,74.2,1211,21.0,107,1.86,125,2.17,0,0.0,2181,26.47,72,1.19,220,3.63
BA,Formosa do Rio Preto,10304,69.92,3774,25.61,265,1.8,280,1.9,0,0.0,4580,23.02,113,0.74,467,3.05
BA,Gandu,10590,60.88,5887,33.85,347,1.99,391,2.25,0,0.0,5034,21.50,240,1.31,741,4.03
BA,Gavião,2253,69.47,776,23.93,98,3.02,90,2.78,0,0.0,1072,23.86,50,1.47,127,3.71
BA,Gentio do Ouro,6387,83.7,996,13.05,137,1.8,78,1.02,0,0.0,1782,18.59,60,0.77,114,1.46
BA,Glória,8601,86.92,1004,10.15,151,1.53,60,0.61,0,0.0,3328,24.44,101,0.98,295,2.87
BA,Gongogi,2733,75.33,730,20.12,81,2.23,55,1.52,0,0.0,1519,28.70,23,0.61,122,3.23
BA,Governador Mangabeira,10550,78.1,2083,15.42,319,2.36,340,2.52,0,0.0,3662,20.57,192,1.35,442,3.13
BA,Guajeru,4004,85.54,498,10.64,105,2.24,45,0.96,0,0.0,2498,33.66,41,0.84,202,4.10
BA,Guanambi,33200,64.43,15837,30.73,1236,2.4,823,1.6,3,0.01,10217,15.78,764,1.40,2250,4.13
BA,Guaratinga,7396,68.13,2958,27.25,210,1.93,188,1.73,1,0.01,4479,28.02,127,1.10,521,4.53
BA,Heliópolis,7650,83.75,914,10.01,311,3.4,159,1.74,0,0.0,2390,20.22,85,0.90,213,2.26
BA,Iaçu,11194,79.39,2362,16.75,216,1.53,201,1.43,1,0.01,7296,32.82,151,1.01,683,4.57
BA,Ibiassucê,4397,67.48,1713,26.29,198,3.04,86,1.32,0,0.0,2012,22.61,99,1.44,272,3.95
BA,Ibicaraí,8693,62.97,4322,31.31,246,1.78,384,2.78,1,0.01,4924,25.46,161,1.12,448,3.11
BA,Ibicoara,7834,67.45,3255,28.03,219,1.89,204,1.76,0,0.0,2811,18.43,195,1.56,633,5.09
BA,Ibicuí,6091,70.57,2126,24.63,225,2.61,116,1.34,0,0.0,2922,24.38,93,1.03,338,3.73
BA,Ibipeba,8933,84.13,1374,12.94,191,1.8,82,0.77,0,0.0,2807,20.33,108,0.98,275,2.50
BA,Ibipitanga,6784,73.88,2025,22.05,195,2.12,116,1.26,0,0.0,3824,28.58,99,1.03,275,2.88
BA,Ibiquera,2371,82.41,352,12.23,54,1.88,61,2.12,0,0.0,951,23.89,13,0.43,140,4.62
BA,Ibirapitanga,7057,71.17,2314,23.34,187,1.89,252,2.54,0,0.0,3304,24.06,124,1.19,389,3.73
BA,Ibirapuã,2937,52.28,2494,44.39,70,1.25,87,1.55,0,0.0,1674,22.15,55,0.93,210,3.57
BA,Ibirataia,6742,62.33,3370,31.16,240,2.22,313,2.89,1,0.01,3924,25.43,170,1.48,520,4.52
BA,Ibitiara,6617,76.66,1620,18.77,174,2.02,129,1.49,0,0.0,2330,20.32,94,1.03,408,4.47
BA,Ibititá,9885,81.12,1828,15.0,271,2.22,137,1.12,0,0.0,2650,17.41,112,0.89,278,2.21
BA,Ibotirama,11020,69.24,4324,27.17,228,1.43,229,1.44,0,0.0,4743,22.33,156,0.94,427,2.59
BA,Ichu,3632,77.11,875,18.58,108,2.29,70,1.49,0,0.0,948,16.19,51,1.04,148,3.01
BA,Igaporã,8175,85.52,1038,10.86,155,1.62,135,1.41,0,0.0,2170,17.72,104,1.03,413,4.10
BA,Igrapiúna,4713,73.49,1274,19.87,177,2.76,159,2.48,0,0.0,3277,32.47,114,1.67,289,4.24
BA,Iguaí,8560,66.41,3794,29.44,190,1.47,217,1.68,0,0.0,6433,31.84,175,1.27,704,5.11
BA,Ilhéus,57891,57.86,34109,34.09,2761,2.76,4250,4.25,11,0.01,24711,19.12,1358,1.30,3087,2.95
BA,Inhambupe,15361,76.9,3554,17.79,409,2.05,457,2.29,0,0.0,6845,24.40,347,1.64,887,4.18
BA,Ipecaetá,8782,80.78,1617,14.87,200,1.84,179,1.65,0,0.0,2702,19.14,126,1.10,419,3.67
BA,Ipiaú,15249,64.82,7099,30.18,431,1.83,535,2.27,1,0.0,6895,21.76,331,1.34,938,3.78
BA,Ipirá,26950,77.99,5830,16.87,844,2.44,602,1.74,0,0.0,9721,20.86,447,1.21,1888,5.12
BA,Ipupiara,4593,70.55,1632,25.07,131,2.01,99,1.52,0,0.0,1801,21.00,75,1.11,189,2.79
BA,Irajuba,3031,77.68,741,18.99,58,1.49,36,0.92,0,0.0,1248,23.21,54,1.31,174,4.21
BA,Iramaia,4955,78.29,1138,17.98,94,1.49,81,1.28,0,0.0,2470,26.97,101,1.51,258,3.86
BA,Iraquara,12688,88.34,1287,8.96,193,1.34,134,0.93,0,0.0,3514,18.92,159,1.06,533,3.54
BA,Irará,14300,77.21,3120,16.85,518,2.8,367,1.98,0,0.0,6095,23.81,261,1.34,724,3.71
BA,Irecê,27119,69.67,9898,25.43,1215,3.12,480,1.23,3,0.01,7800,16.07,426,1.05,1378,3.38
BA,Itabela,9622,60.61,5592,35.23,264,1.66,269,1.69,1,0.01,7500,30.94,258,1.54,606,3.62
BA,Itaberaba,26701,71.71,8447,22.69,828,2.22,929,2.49,3,0.01,9378,19.24,459,1.16,1680,4.27
BA,Itabuna,56676,50.03,46949,41.44,3415,3.01,5003,4.42,12,0.01,38873,24.82,1534,1.30,2920,2.48
BA,Itacaré,9733,72.38,3239,24.09,200,1.49,178,1.32,0,0.0,4530,24.41,157,1.11,423,3.02
BA,Itaeté,5509,70.84,2032,26.13,81,1.04,73,0.94,0,0.0,3174,27.82,95,1.15,364,4.42
BA,Itagi,4861,68.02,1927,26.97,122,1.71,128,1.79,0,0.0,2648,25.88,85,1.12,352,4.64
BA,Itagibá,5867,66.91,2504,28.56,157,1.79,168,1.92,0,0.0,2881,23.83,96,1.04,343,3.73
BA,Itagimirim,2838,66.57,1172,27.49,93,2.18,120,2.81,0,0.0,1630,26.65,56,1.25,167,3.72
BA,Itaguaçu da Bahia,6766,83.85,1072,13.29,106,1.31,64,0.79,0,0.0,2506,23.10,56,0.67,216,2.59
BA,Itaju do Colônia,2269,57.75,1489,37.9,60,1.53,67,1.71,0,0.0,1440,26.12,23,0.56,120,2.95
BA,Itajuípe,8235,66.64,3499,28.31,206,1.67,326,2.64,0,0.0,4673,26.48,160,1.24,457,3.52
BA,Itamaraju,16691,49.06,15716,46.2,490,1.44,783,2.3,2,0.01,11983,25.22,447,1.25,1057,2.98
BA,Itamari,3080,67.86,1233,27.16,108,2.38,85,1.87,0,0.0,1848,27.81,47,0.98,212,4.42
BA,Itambé,9489,68.67,3594,26.01,270,1.95,352,2.55,1,0.01,5505,27.50,139,0.96,552,3.80
BA,Itanagra,3575,80.19,698,15.66,84,1.88,65,1.46,0,0.0,1684,26.66,44,0.95,131,2.83
BA,Itanhém,6718,62.22,3507,32.48,233,2.16,234,2.17,0,0.0,4991,30.43,119,1.04,496,4.35
BA,Itaparica,11033,78.23,2443,17.32,223,1.58,283,2.01,0,0.0,3520,19.22,206,1.39,488,3.30
BA,Itapé,4021,64.04,1935,30.82,141,2.25,128,2.04,0,0.0,2757,29.44,70,1.06,259,3.92
BA,Itapebi,4103,73.18,1265,22.56,85,1.52,116,2.07,0,0.0,2216,27.40,54,0.92,211,3.59
BA,Itapetinga,19052,51.64,15715,42.6,796,2.16,967,2.62,3,0.01,11103,22.35,571,1.48,1118,2.90
BA,Itapicuru,13715,81.78,2266,13.51,403,2.4,239,1.43,0,0.0,7049,28.29,198,1.11,901,5.04
BA,Itapitanga,3198,71.18,1084,24.13,70,1.56,104,2.31,0,0.0,2093,31.01,27,0.58,136,2.92
BA,Itaquara,3447,74.19,1004,21.61,87,1.87,57,1.23,0,0.0,1559,23.95,74,1.49,230,4.65
BA,Itarantim,6164,60.19,3658,35.72,177,1.73,166,1.62,0,0.0,3660,25.42,107,1.00,389,3.62
BA,Itatim,6727,70.29,2359,24.65,185,1.93,153,1.6,0,0.0,2785,21.64,164,1.63,352,3.49
BA,Itiruçu,4863,71.83,1582,23.37,156,2.3,98,1.45,0,0.0,2455,25.44,111,1.54,315,4.38
BA,Itiúba,14896,71.73,4921,23.7,433,2.09,327,1.57,0,0.0,8270,27.57,331,1.52,628,2.89
BA,Itororó,7555,63.14,3782,31.61,269,2.25,253,2.11,0,0.0,4784,27.58,128,1.02,469,3.73
BA,Ituaçu,8148,69.45,2949,25.14,263,2.24,219,1.87,0,0.0,3032,19.53,219,1.76,544,4.35
BA,Ituberá,7740,60.35,4318,33.67,326,2.54,282,2.2,0,0.0,6059,30.82,235,1.73,539,3.96
BA,Iuiu,5186,79.7,1137,17.47,119,1.83,55,0.85,0,0.0,2092,23.62,67,0.99,190,2.81
BA,Jaborandi,5184,75.24,1471,21.35,103,1.49,73,1.06,0,0.0,1906,20.92,73,1.01,242,3.36
BA,Jacaraci,6682,79.26,1371,16.26,206,2.44,127,1.51,0,0.0,3197,26.59,76,0.86,322,3.65
BA,Jacobina,32313,71.17,10729,23.63,1181,2.6,762,1.68,3,0.01,11497,19.36,589,1.23,1910,3.99
BA,Jaguaquara,17054,67.62,7142,28.32,455,1.8,412,1.63,3,0.01,7780,22.52,356,1.33,1189,4.44
BA,Jaguarari,12274,73.33,3380,20.19,547,3.27,309,1.85,1,0.01,4422,20.07,286,1.62,586,3.33
BA,Jaguaripe,8935,79.32,1786,15.85,181,1.61,260,2.31,0,0.0,3270,21.51,238,1.99,427,3.58
BA,Jandaíra,5061,81.39,902,14.51,108,1.74,91,1.46,0,0.0,2658,29.01,49,0.75,236,3.63
BA,Jequié,55276,62.13,27874,31.33,2547,2.86,2408,2.71,7,0.01,20902,18.21,1355,1.44,3557,3.79
BA,Jeremoabo,17545,81.04,3240,14.97,392,1.81,248,1.15,1,0.0,6316,21.80,160,0.71,841,3.71
BA,Jiquiriçá,6306,76.53,1525,18.51,191,2.32,159,1.93,0,0.0,2833,24.52,187,2.15,296,3.39
BA,Jitaúna,6397,71.68,2108,23.62,163,1.83,152,1.7,0,0.0,2628,21.62,111,1.17,493,5.17
BA,João Dourado,9351,65.25,4345,30.32,334,2.33,180,1.26,0,0.0,4660,23.93,122,0.82,360,2.43
BA,Juazeiro,82560,65.26,37379,29.55,3131,2.48,2553,2.02,11,0.01,25700,16.41,1497,1.14,2948,2.25
BA,Jucuruçu,4189,68.27,1583,25.8,110,1.79,141,2.3,0,0.0,2241,25.68,66,1.02,284,4.38
BA,Jussara,8970,88.95,806,7.99,137,1.36,77,0.76,0,0.0,3024,22.27,72,0.69,396,3.75
BA,Jussari,2119,63.39,1082,32.37,39,1.17,72,2.15,0,0.0,1535,30.57,33,0.95,111,3.18
BA,Jussiape,3764,75.19,974,19.46,109,2.18,96,1.92,0,0.0,1480,21.73,115,2.15,211,3.96
BA,Lafaiete Coutinho,2497,79.42,512,16.28,61,1.94,47,1.49,0,0.0,559,14.31,58,1.74,144,4.30
BA,Lagoa Real,6563,82.82,974,12.29,195,2.46,78,0.98,0,0.0,2276,21.41,77,0.92,355,4.25
BA,Laje,10847,72.68,3501,23.46,243,1.63,173,1.16,1,0.01,4715,23.02,195,1.23,644,4.09
BA,Lajedão,1890,59.32,1179,37.01,62,1.95,39,1.22,0,0.0,1457,30.49,23,0.70,112,3.37
BA,Lajedinho,2110,80.53,411,15.69,41,1.56,36,1.37,0,0.0,790,22.05,20,0.72,152,5.44
BA,Lajedo do Tabocal,3716,79.61,765,16.39,95,2.04,57,1.22,0,0.0,1580,24.16,82,1.66,209,4.21
BA,Lamarão,5014,87.7,529,9.25,84,1.47,62,1.08,0,0.0,2467,29.12,63,1.05,224,3.73
BA,Lapão,13753,78.01,3301,18.72,329,1.87,148,0.84,0,0.0,4346,19.18,161,0.88,526,2.87
BA,Lauro de Freitas,74506,63.41,34005,28.94,4005,3.41,3621,3.08,13,0.01,33568,21.34,1979,1.60,4271,3.45
BA,Lençóis,4989,83.55,815,13.65,79,1.32,48,0.8,0,0.0,1955,23.85,48,0.77,222,3.56
BA,Licínio de Almeida,5394,73.16,1698,23.03,145,1.97,68,0.92,1,0.01,2040,20.66,133,1.70,327,4.17
BA,Livramento de Nossa Senhora,20337,75.66,5427,20.19,572,2.13,345,1.28,0,0.0,7129,20.21,408,1.45,864,3.07
BA,Luís Eduardo Magalhães,22196,41.43,28942,54.02,1175,2.19,939,1.75,2,0.0,14752,21.12,574,1.05,928,1.68
BA,Macajuba,5138,74.97,1375,20.06,102,1.49,153,2.23,1,0.01,3118,29.85,80,1.10,393,5.36
BA,Macarani,5424,59.57,3222,35.38,164,1.8,157,1.72,0,0.0,4078,29.53,104,1.07,521,5.35
BA,Macaúbas,18848,77.86,4233,17.49,537,2.22,312,1.29,0,0.0,9172,26.44,289,1.13,1026,4.02
BA,Macururé,4209,83.2,603,11.92,157,3.1,56,1.11,0,0.0,1593,23.23,47,0.89,158,3.00
BA,Madre de Deus,9982,78.31,2151,16.87,271,2.13,259,2.03,0,0.0,2420,15.49,126,0.95,326,2.47
BA,Maetinga,3395,75.76,786,17.54,168,3.75,77,1.72,0,0.0,2491,34.29,45,0.95,247,5.17
BA,Maiquinique,3295,60.67,1929,35.52,72,1.33,86,1.58,0,0.0,1959,25.37,57,0.99,275,4.77
BA,Mairi,7524,75.42,1945,19.5,227,2.28,156,1.56,0,0.0,3899,26.78,174,1.63,508,4.77
BA,Malhada,7190,70.97,2601,25.67,167,1.65,104,1.03,0,0.0,3444,24.64,133,1.27,270,2.56
BA,Malhada de Pedras,4332,72.33,1422,23.74,110,1.84,75,1.25,0,0.0,1220,16.27,68,1.08,222,3.54
BA,Manoel Vitorino,7707,80.9,1392,14.61,231,2.42,145,1.52,0,0.0,2707,21.44,82,0.82,311,3.14
