muncod,Lula,Padre Kelmon,Sofia Manzano,Constituinte Eymael,Soraya Thronicke,Ciro Gomes,Vera,Simone Tebet,Jair Bolsonaro,Felipe D'Avila,Léo Péricles
sc80675,3088,0,1,1,11,60,0,129,2321,24,0
sc80691,6824,19,7,1,82,320,1,948,11886,115,1
sc80713,1795,2,1,0,15,109,0,212,5076,28,3
sc80730,9278,35,6,6,226,749,7,2103,19840,221,22
sc80756,4821,10,2,1,38,198,0,680,7720,119,2
sc81027,4618,7,6,5,61,284,3,559,8246,117,4
sc81248,775,3,0,0,27,44,0,237,1206,6,0
sc80772,2528,6,0,1,14,58,0,285,3770,32,1
sc80799,1842,4,0,0,12,54,0,123,1572,15,2
sc80578,16019,42,11,3,252,935,11,1678,20720,351,11
sc80268,879,1,0,0,17,35,0,94,1071,8,1
sc80381,1489,1,1,0,3,23,0,94,911,2,1
sc81701,701,4,0,0,6,18,0,84,1382,14,0
sc80810,46992,85,29,16,504,2488,20,4270,72582,1053,20
sc80306,2597,10,4,0,44,262,4,483,7392,179,1
sc80837,13760,43,11,6,180,833,4,1901,29941,393,6
sc81043,1185,2,0,1,12,30,0,137,1972,9,0
sc80853,2554,2,3,0,19,85,2,208,3773,47,0
sc81108,774,2,0,0,6,22,1,66,793,4,0
sc83950,4044,5,3,0,27,141,1,517,4807,38,1
sc80870,2010,6,1,0,38,164,1,375,6924,68,5
sc80896,31462,102,61,26,499,3039,37,4902,75743,1519,41
sc80918,1212,3,2,1,25,51,0,372,5617,28,2
sc81620,452,3,0,0,6,27,0,138,877,7,0
sc80934,8864,19,1,5,108,361,1,983,12482,158,4
sc80950,2058,5,1,0,33,98,0,313,3225,21,1
sc80977,3802,9,2,3,17,161,1,178,4309,20,0
sc80993,708,1,0,0,20,46,0,123,1672,28,1
sc80080,459,2,0,0,2,33,0,114,1806,18,1
sc81426,1594,5,0,0,5,17,0,100,651,2,0
sc81167,486,5,1,0,5,30,0,56,1317,11,0
sc81019,874,5,0,1,13,23,0,198,2075,16,0
sc81035,3609,3,1,0,36,79,1,159,3306,27,0
sc81604,673,1,0,1,8,31,1,64,608,8,0
sc81051,135981,205,333,51,1822,10613,154,19225,146358,5332,393
sc80888,988,5,0,0,8,29,1,76,841,8,0
sc81060,4499,11,3,1,94,429,0,429,11327,119,5
sc81078,7322,18,9,1,135,404,3,730,11876,114,3
sc81329,683,0,0,0,3,22,0,130,928,7,0
sc81094,920,2,0,0,9,22,0,102,1192,5,0
sc81132,6265,11,5,1,68,377,2,749,9098,200,10
sc81159,2383,5,4,0,40,125,0,356,6420,47,1
sc81175,9515,19,15,1,129,592,5,1557,26248,438,12
sc81116,2559,9,0,1,80,184,3,548,8349,111,3
sc81213,1692,10,2,0,22,110,2,252,5152,73,3
sc81191,1045,7,1,0,37,69,1,170,3267,39,0
sc81230,2653,18,3,11,96,243,2,532,9857,108,3
sc81256,2885,8,3,0,39,106,0,455,3870,26,0
sc81272,6147,18,10,4,108,422,5,801,17467,274,3
sc81299,1183,1,2,2,17,44,0,115,1774,14,0
sc80527,2623,3,0,2,12,80,3,130,1969,15,0
sc81310,4286,14,7,1,45,167,3,782,7838,74,4
sc81400,540,0,0,0,3,24,0,53,901,2,1
sc81337,650,2,1,0,14,20,0,81,1637,4,0
sc81353,2543,8,4,0,89,207,0,570,7888,116,2
sc81396,1933,3,2,0,27,141,1,314,6333,58,2
sc81418,3274,2,1,1,27,138,2,296,3577,35,1
sc81434,11545,13,9,2,117,760,10,1330,14914,299,14
sc81450,1044,7,0,0,14,62,0,200,2832,18,1
sc81477,7505,27,14,2,187,711,6,1486,26471,430,9
sc81361,534,1,2,0,8,33,0,134,1553,26,2
sc81493,1211,2,1,2,8,21,0,192,1632,13,0
sc80020,1784,6,4,0,52,121,0,438,3487,64,3
sc80829,2884,6,1,1,10,54,2,136,1363,12,0
sc81515,2195,6,1,4,23,92,0,149,2440,12,3
sc80187,859,5,0,0,8,60,0,132,1960,11,0
sc81531,2233,12,0,1,28,92,1,261,3415,40,0
sc80861,815,3,0,0,9,26,0,66,757,10,0
sc81558,2252,16,2,2,21,80,0,296,3679,38,0
sc81590,3178,19,2,3,95,198,1,486,8838,47,0
sc81612,33917,54,68,25,614,3107,36,5275,87882,1249,72
sc81639,8987,18,12,4,113,643,6,1135,27073,320,16
sc81655,2762,11,2,2,39,175,3,583,6245,68,1
sc81663,3848,2,7,1,67,202,2,500,8471,84,4
sc81671,3179,17,3,1,61,188,0,612,11328,117,0
sc81574,2094,3,2,0,22,86,0,286,2247,58,0
sc81370,8385,26,6,4,111,585,6,1172,22188,292,7
sc81698,844,3,0,0,8,49,0,222,2052,21,2
sc81710,1733,8,1,0,26,147,1,303,4940,52,1
sc81736,3157,6,0,2,49,186,7,406,7955,92,5
sc81752,22389,70,62,15,443,2007,21,3901,71810,1812,33
sc81140,511,3,0,0,10,12,0,93,778,3,1
sc81779,4691,15,3,4,92,370,0,906,11593,164,0
sc81795,74282,262,186,58,1505,7080,80,14429,239105,9463,182
sc80101,1273,1,0,0,17,43,0,106,1949,14,0
sc81540,791,2,0,0,5,16,0,108,919,2,0
sc81817,413,1,0,0,5,9,0,134,1098,12,2
sc81833,30942,65,30,14,534,2111,11,5223,56928,498,16
sc81850,10201,20,12,8,131,575,7,1386,14785,172,21
sc80586,469,2,1,0,5,10,0,46,743,6,0
sc81876,1091,8,1,0,19,75,0,173,3542,32,0
sc81892,3304,18,2,5,67,208,1,546,5509,65,2
sc81914,3671,4,0,0,28,96,0,159,2543,21,2
sc81930,765,4,1,1,12,31,0,230,1567,16,0
sc80047,970,7,2,0,10,31,0,160,1695,10,0
sc81957,1630,2,0,2,38,91,0,283,4999,52,0
sc81809,850,4,0,0,15,58,0,210,3025,51,1
sc81973,1541,6,4,0,30,94,0,300,6201,73,1
sc80900,694,1,1,0,16,13,1,46,667,2,0
sc81990,7915,40,18,8,231,691,6,1583,22472,258,9
sc82015,675,6,2,0,14,24,0,107,1573,11,0
sc82031,1852,10,0,0,33,76,1,383,2325,17,1
sc83917,1695,3,1,3,16,101,0,205,3031,40,0
sc82058,4689,13,6,1,48,211,1,740,10254,106,3
sc82066,600,3,3,0,5,31,0,75,1034,4,1
sc82074,1883,12,1,1,49,140,0,443,8078,95,3
sc82090,982,1,0,0,4,28,0,52,756,2,0
sc82112,956,3,1,0,9,82,0,152,3754,30,1
sc80365,567,1,0,0,10,20,0,67,1233,3,0
sc82139,1034,2,0,0,24,38,0,174,1549,23,1
sc82155,2436,8,2,1,29,112,1,304,3188,40,1
sc80004,2754,10,0,0,20,66,0,225,2297,20,0
sc82171,2191,5,0,1,29,48,0,226,2834,14,1
sc82198,2139,11,3,0,37,181,0,342,7959,93,1
sc81086,469,4,2,1,12,42,0,79,1591,12,0
sc82210,12865,32,23,6,191,878,8,1752,28116,289,16
sc82236,1269,5,0,0,11,32,0,151,1744,29,0
sc80322,1598,6,0,0,16,35,0,141,1559,8,0
sc82252,1823,7,2,0,23,130,1,283,6268,94,3
sc82279,2238,9,1,0,29,205,1,286,7087,109,2
sc80764,910,3,0,0,5,30,0,57,1088,6,0
sc82295,3035,14,2,3,82,225,1,599,10975,134,4
sc83976,3565,8,4,0,39,221,0,531,6195,66,1
sc82317,1308,2,0,0,27,50,1,230,3057,35,2
sc80845,604,1,0,0,7,14,0,45,933,8,0
sc81442,795,1,0,0,1,24,0,85,641,5,0
sc81264,827,1,1,0,7,27,0,150,937,6,1
sc82333,35455,81,54,12,741,2875,36,5558,63393,1403,77
sc82350,2278,1,0,0,16,75,1,183,1833,13,0
sc81566,807,1,0,0,10,37,0,144,1275,7,0
sc82376,2841,7,2,0,29,105,1,516,6185,71,1
sc82392,4966,8,1,1,52,194,1,417,6023,25,1
sc80705,1402,5,1,0,7,71,1,121,1255,9,0
sc80403,2003,7,2,0,14,116,1,233,3180,36,0
sc80624,1415,2,0,1,13,19,0,140,1067,2,1
sc82414,1800,4,6,0,20,126,0,204,3209,23,1
sc82430,731,2,0,2,19,42,1,164,2254,26,1
sc82457,3969,10,10,0,60,313,1,722,11921,111,4
sc82473,587,3,1,0,8,24,0,146,1510,13,1
sc83925,2583,5,3,0,22,138,0,337,3438,38,2
sc82490,962,3,1,2,20,43,0,197,3289,14,1
sc82538,4756,8,1,3,23,173,3,547,6943,83,1
sc82554,828,1,0,1,5,28,0,128,1289,22,0
sc82570,1390,3,1,0,10,51,0,217,2510,21,0
sc80543,1175,1,3,1,8,36,0,123,950,3,0
sc82597,3798,14,11,0,115,314,2,943,14923,272,3
sc82619,1275,5,0,2,11,33,0,142,1685,4,0
sc80926,857,0,0,0,11,19,1,70,969,3,0
sc82635,3114,6,0,3,13,76,3,213,2870,35,1
sc82651,3050,8,5,0,36,241,1,549,8493,62,5
sc82678,5983,35,4,4,107,476,3,965,11432,141,12
sc82694,2155,5,1,0,17,120,1,212,6900,56,1
sc82716,2052,7,1,1,15,104,2,227,2654,54,0
sc82732,286,2,0,0,5,11,0,54,1012,3,0
sc82759,2293,7,3,1,52,169,2,348,7882,77,0
sc82775,487,2,0,0,8,38,0,74,1100,10,0
sc81647,780,0,0,0,14,31,0,102,1140,7,0
sc82791,3031,11,0,0,26,107,0,245,3336,46,2
sc82813,696,1,0,0,12,29,1,172,1673,27,0
sc82830,1228,8,0,0,21,45,2,143,2633,25,0
sc82856,1059,2,0,0,22,28,1,159,3119,9,0
sc82872,1350,3,0,0,28,64,0,157,3264,21,0
sc82910,8987,22,13,7,181,757,4,1415,27746,556,14
sc82899,1353,5,1,0,42,101,3,342,5083,57,1
sc82937,536,4,2,0,33,47,1,194,2939,32,0
sc82953,5752,23,9,5,166,498,3,1097,16324,173,4
sc80608,698,1,0,0,6,17,0,119,1015,1,0
sc80560,1312,1,0,0,27,40,0,180,1693,13,1
sc82970,1501,2,2,1,44,120,1,239,5674,56,1
sc82996,1374,0,2,0,17,75,0,190,1603,8,0
sc83011,1236,2,3,0,22,41,0,197,3378,36,0
sc81523,1581,0,0,0,6,30,0,85,871,9,0
sc83038,874,2,0,0,7,34,0,106,1762,11,0
sc81000,1418,4,0,1,11,76,1,196,5036,27,0
sc83054,3929,9,0,2,45,147,0,209,4707,40,1
sc80721,797,1,0,0,11,32,0,140,917,6,0
sc83070,508,9,0,0,12,26,2,90,971,14,0
sc80241,1687,5,3,0,12,96,0,255,3847,47,1
sc80349,1587,1,0,0,26,47,0,173,3442,19,1
sc81507,1016,2,1,0,8,31,0,110,685,2,0
sc81205,560,1,0,0,8,15,0,56,570,2,0
sc83097,4482,11,9,3,89,348,3,952,9457,232,3
sc83410,2265,10,1,1,16,106,0,306,3720,39,0
sc83437,2606,7,6,2,63,193,4,339,7873,101,3
sc83453,4783,10,0,3,63,273,3,548,5640,81,0
sc80284,810,2,0,1,19,24,0,92,1415,8,0
sc83470,2704,7,5,1,45,217,0,424,4954,61,2
sc83496,5095,15,2,1,59,383,1,692,11072,131,4
sc80446,924,1,1,0,16,27,0,125,964,8,0
sc83119,10517,44,15,4,297,1123,10,2423,34075,615,16
sc81485,1059,1,0,0,3,27,0,84,862,13,0
sc83135,412,6,1,1,12,43,0,135,1654,10,1
sc83151,2502,3,1,0,30,118,4,325,3787,49,0
sc80942,1139,3,0,0,6,30,0,89,1360,2,2
sc83178,2552,3,1,0,14,66,1,188,3179,16,2
sc83194,8388,25,14,4,108,608,1,1154,18475,229,11
sc83259,5564,7,3,2,90,248,2,953,7599,74,3
sc83275,50433,97,88,23,921,4347,43,7759,81511,2224,129
sc83291,2672,3,2,0,18,112,1,323,5784,35,3
sc83313,3186,3,1,0,21,75,0,302,2461,11,0
sc83216,3695,13,8,0,49,265,1,573,12723,113,2
sc81124,545,0,0,0,1,24,1,88,2328,17,0
sc80640,941,6,1,2,39,91,0,240,2909,19,1
sc83232,1512,2,0,0,23,147,1,339,3425,25,1
sc83330,5332,4,2,1,45,282,0,635,8434,83,2
sc83356,1518,6,1,0,30,134,0,335,5507,95,4
sc83372,475,6,1,2,12,40,0,117,2071,28,0
sc80780,687,2,0,0,7,15,0,91,575,7,0
sc83399,8221,14,12,3,94,575,1,1145,14264,232,7
sc81183,899,4,0,0,23,77,1,180,2257,25,0
sc83518,2321,16,1,1,36,126,0,340,8681,70,1
sc83534,1483,9,0,0,24,86,0,231,3473,32,0
sc81680,742,1,0,1,3,16,1,88,768,3,0
sc83550,6693,23,5,2,87,457,5,942,15575,164,9
sc83933,990,5,1,0,15,49,0,147,2385,17,1
sc83577,4453,34,30,5,136,555,10,1016,20348,407,9
sc80209,1981,3,2,2,14,171,0,210,1863,0,0
sc81345,1079,4,0,0,22,84,0,226,1666,24,0
sc83615,929,7,0,0,15,91,1,186,4135,27,0
sc83631,1104,6,3,1,23,56,0,164,3667,23,0
sc83658,870,2,0,1,12,46,2,138,3180,20,0
sc83593,4053,16,3,0,111,224,1,555,6185,50,5
sc83674,14914,26,24,9,266,1394,8,2897,42138,724,26
sc83682,736,4,1,0,23,53,0,203,2242,36,0
sc83690,1454,14,1,0,14,133,1,266,6437,70,1
sc80144,734,2,0,0,10,26,0,130,1165,4,0
sc83712,1733,8,1,1,28,72,0,252,4141,26,1
sc80160,753,1,1,0,8,38,0,136,967,7,0
sc83739,2755,20,4,1,65,274,3,641,8803,184,4
sc80462,975,1,1,0,3,21,0,143,847,4,0
sc80969,1312,9,0,0,7,38,0,146,1716,15,1
sc83755,1110,3,0,0,5,16,0,108,1203,13,0
sc83771,1151,4,1,0,23,64,0,223,2947,21,1
sc83798,8191,27,10,2,132,541,6,1069,19310,215,10
sc80128,1108,8,0,0,17,35,0,106,2246,14,0
sc83810,774,5,2,0,18,33,0,114,1806,27,0
sc83836,10919,20,8,3,80,439,1,969,15701,185,11
sc83852,1288,2,0,1,17,33,0,86,1554,17,0
sc83879,6121,14,2,1,61,225,0,668,11124,78,3
sc81825,968,2,0,0,5,30,0,144,1255,12,0
sc80071,1249,7,1,2,17,28,1,112,2887,21,2
sc80098,2019,3,0,0,16,25,2,119,1575,10,0
sc80500,873,6,1,0,13,25,1,146,1047,13,0
sc80110,1298,10,1,0,52,82,1,369,3162,61,3
se31011,1472,3,0,0,7,44,0,78,547,1,1
se31038,9492,2,3,0,38,332,1,281,2671,15,0
se31054,176981,198,129,87,1376,14603,304,16795,124846,1197,186
se31070,5429,0,1,1,11,167,1,153,1397,8,1
se31097,7757,2,2,6,38,280,4,262,2825,10,2
se31119,11104,11,4,4,72,652,13,722,6448,22,5
se31151,11117,8,3,0,28,372,2,375,4082,17,2
se31135,4197,2,0,0,13,65,1,96,1061,1,0
se31194,8036,6,1,4,24,260,2,248,2605,6,1
se31216,2632,3,0,1,3,89,0,42,612,4,1
se31232,12856,6,2,2,28,360,2,260,3337,11,2
se31259,12858,9,7,0,87,517,12,524,5036,13,6
se31275,9020,5,7,2,40,392,2,278,3124,7,1
se31291,6101,1,0,0,26,225,1,205,2767,11,1
se31313,2910,3,0,1,9,98,0,69,1197,2,0
se31330,8111,4,0,1,21,232,2,117,1780,2,1
se31372,2098,0,0,0,6,108,0,102,1127,9,0
se31399,2372,2,0,0,4,74,0,51,600,2,1
se31410,25843,8,9,9,93,1117,8,994,8695,49,11
se31437,3479,1,2,0,15,82,0,99,977,2,0
se31453,6222,7,2,1,19,206,0,191,3601,4,1
se31496,5852,1,1,0,15,142,1,163,996,1,0
se31470,1611,1,1,0,10,68,0,54,496,1,1
se31518,3879,3,0,0,6,136,1,77,808,2,1
se31534,4168,3,0,0,14,78,4,100,1060,1,0
se31550,7479,4,3,1,23,216,0,190,1631,6,0
se31577,33995,22,26,4,210,1860,10,1782,19995,74,10
se31593,14973,6,5,0,68,433,5,648,8088,12,3
se31615,2491,3,1,0,15,100,0,86,843,4,1
se31631,14184,9,8,3,94,622,3,674,5636,20,2
se31658,7622,3,4,0,72,354,0,352,2194,9,0
se31674,6362,2,4,1,21,171,0,145,1840,4,1
se31690,41333,25,13,8,136,1657,12,1528,15951,72,14
se31712,10771,16,6,0,79,430,16,575,4850,9,4
se31739,3477,2,1,1,15,138,4,124,1295,5,0
se31755,2300,1,1,0,8,64,1,46,580,0,0
se31771,5660,6,3,0,17,186,1,161,1867,7,2
se31798,7303,5,1,1,23,203,4,279,1943,3,6
se31810,4493,4,3,1,21,210,0,216,2176,7,0
se31836,6595,2,0,1,12,207,3,134,2211,7,3
se31852,3936,1,2,1,7,156,0,130,1371,4,0
se31879,7538,4,4,0,21,186,1,189,2381,9,2
se31356,3625,3,0,2,12,167,0,96,1878,2,1
se31895,17024,9,6,2,36,568,7,476,4524,22,2
se31917,9935,7,6,2,55,480,4,497,5199,9,1
se31933,3556,1,1,1,5,90,1,51,831,4,3
se31950,49785,41,17,12,468,3058,75,3940,33447,182,38
se31976,6565,2,6,0,22,189,1,194,1320,14,0
se31992,1769,2,0,0,6,56,1,56,658,2,1
se32018,3933,0,2,1,10,104,0,98,1319,0,1
se32034,3187,6,1,0,19,100,1,70,902,3,2
se32050,4218,3,0,0,24,174,1,175,1462,10,1
se32115,13725,10,4,5,35,453,2,342,3387,11,1
se32077,11939,8,3,2,39,401,3,249,3182,9,2
se32093,10838,7,4,4,53,520,0,386,2704,26,6
se32131,9607,6,4,2,32,287,2,359,5041,25,1
se32174,4501,6,0,1,21,130,2,124,1396,6,1
se32158,10527,12,3,2,38,288,2,238,2288,8,1
se32190,7426,4,5,1,18,238,4,362,3165,11,1
se32212,4579,3,0,0,19,254,1,157,1399,8,1
se32239,9918,6,4,0,51,292,3,320,2613,5,7
se32255,6239,4,1,1,22,184,3,164,1415,3,1
se32298,2320,5,0,1,4,81,2,79,765,4,0
se31003,3143,4,0,1,15,116,0,51,1054,3,0
se32310,5644,3,2,0,14,136,0,109,1056,2,1
se32417,20147,12,11,3,125,793,8,544,5798,42,9
se32433,3764,2,0,1,15,130,1,120,1157,6,0
se32336,28618,29,13,10,233,1456,33,1865,14631,72,31
se32352,3893,1,0,0,13,102,0,63,1770,5,1
se32379,2035,5,0,0,8,62,1,69,612,1,0
se32395,2207,1,1,0,11,77,0,56,680,1,0
se32450,1912,0,0,0,2,54,2,38,869,1,0
se32476,21584,15,9,1,91,858,5,614,8951,27,7
se32492,4871,5,0,0,19,150,0,144,1882,5,0
se32514,9573,5,2,0,36,307,3,372,3708,15,2
sp61018,4697,9,13,0,113,406,2,810,13529,81,3
sp61034,1101,1,2,0,5,36,0,100,1822,17,0
sp61050,6397,6,5,2,159,373,4,875,9134,72,9
sp61131,6905,11,9,0,94,535,4,985,13235,117,6
sp61581,1225,2,0,0,21,61,0,175,2282,5,0
sp61158,1159,2,0,0,6,36,0,96,1752,4,0
sp61174,1008,0,1,0,13,20,2,95,1172,4,0
sp61190,4138,4,6,3,39,221,1,581,4277,29,2
sp61212,800,2,0,0,6,39,0,122,1719,1,0
sp61220,4738,6,5,4,77,387,2,719,4882,47,14
sp61298,903,2,0,0,8,26,0,64,972,2,0
sp61310,40614,86,93,22,437,4955,32,7282,82517,1095,85
sp61379,11910,35,11,11,343,996,9,2419,24948,288,22
sp61336,11126,8,14,2,101,575,5,942,8295,73,10
sp61352,1365,0,2,0,8,62,1,145,2266,7,0
sp61395,944,2,0,1,15,53,0,185,1859,15,2
sp61417,11518,20,13,8,87,595,3,1727,18800,128,11
sp61433,5399,13,3,2,64,261,3,677,6401,50,1
sp61450,1482,2,2,0,20,48,1,140,2131,13,0
sp61476,1019,5,1,0,10,44,0,79,1400,5,0
sp61492,7346,18,6,0,96,650,2,1500,12173,122,17
sp61514,1345,0,0,0,4,37,0,92,1425,4,1
sp61530,6151,10,5,5,105,304,5,679,6466,40,3
sp61590,1698,2,0,1,13,62,0,131,1457,8,1
sp61611,1689,5,0,0,13,77,1,134,2291,4,2
sp61646,864,2,1,0,11,28,0,79,791,3,0
sp61638,59994,76,103,26,688,4418,47,7835,55772,909,73
sp61654,21530,54,42,15,502,2346,8,4477,45688,527,29
sp61263,5145,5,6,1,49,413,1,514,6324,54,12
sp61557,32370,61,43,11,484,2501,14,6169,71740,597,33
sp61573,5804,4,5,3,116,547,6,1006,11224,91,12
sp62065,561,0,0,0,19,26,1,86,977,5,0
sp61670,1554,2,1,0,11,87,0,185,2839,13,0
sp61697,1545,1,1,0,7,31,1,117,856,8,0
sp61719,2747,5,1,1,17,133,0,230,3174,19,1
sp61735,1800,3,1,0,33,75,1,188,3017,16,0
sp61751,10138,15,6,4,123,748,6,1194,17037,134,12
sp61778,21271,36,36,12,348,1993,8,3186,26313,361,56
sp61522,577,0,0,0,2,27,2,55,787,1,0
sp61794,18650,22,37,8,279,1445,11,2570,30077,271,23
sp61816,28168,53,60,19,480,3263,21,6179,48671,737,67
sp61832,2711,2,0,1,18,107,0,301,5320,26,6
sp61875,2760,3,1,0,14,107,2,189,2649,12,0
sp61891,16186,27,14,10,210,1304,13,2600,27165,210,21
sp61859,1485,2,0,0,15,41,1,131,1354,4,0
sp61913,3155,6,3,0,24,251,0,442,6926,60,1
sp61930,452,1,0,0,2,15,0,32,584,0,0
sp61972,3396,3,1,0,21,134,1,260,2515,13,1
sp61999,1619,0,1,0,11,49,0,174,1980,8,1
sp62030,4613,13,9,1,75,404,2,923,11512,86,2
sp62057,7054,12,14,3,138,609,4,1207,12960,109,17
sp61360,1590,4,2,0,216,35,0,134,1430,1,0
sp62073,2216,0,0,0,29,66,0,111,1963,4,1
sp62090,22049,29,21,13,243,1483,11,3445,35299,291,36
sp62111,9252,5,0,0,56,339,2,780,7922,72,9
sp62138,94634,103,107,48,1278,9617,36,13245,93212,1708,210
sp62014,928,2,0,0,9,38,1,96,902,1,0
sp62154,3440,4,10,0,47,234,2,638,8614,34,4
sp62170,13185,15,12,4,177,1005,6,1921,15844,191,16
sp62197,72701,150,161,47,1068,6941,59,11806,110151,1366,157
sp62219,12224,23,10,7,168,1028,3,2000,26879,222,16
sp62235,641,0,0,0,4,21,0,63,898,4,1
sp62251,2173,1,2,1,38,100,2,287,3447,16,0
sp61280,14137,18,9,10,174,974,7,1543,17678,147,24
sp62278,1388,4,2,0,19,60,1,155,3123,16,0
sp62294,16638,33,20,7,314,1286,11,2558,44050,262,15
sp62316,6496,11,6,6,184,506,1,1169,9057,90,13
sp62332,4312,5,7,0,23,148,1,277,2905,12,0
sp62359,2022,5,3,2,45,123,1,315,4139,24,0
sp62375,2125,3,3,0,32,135,0,231,3192,22,2
sp62391,10448,18,10,9,207,911,11,1587,20006,126,48
sp62413,4843,8,17,1,83,419,3,638,7529,67,3
sp61786,1357,1,0,0,8,41,1,102,1007,1,0
sp62456,1184,0,1,0,19,54,0,115,1555,5,2
sp62472,2421,7,2,1,29,168,0,365,5260,26,0
sp61026,674,1,0,0,3,29,0,80,889,0,0
sp62430,319,0,0,0,4,10,0,32,444,0,0
sp62499,30302,57,63,19,513,3310,26,5690,41008,531,55
sp62510,29419,68,57,21,761,3405,29,6348,58530,739,56
sp62553,1006,1,1,0,10,22,0,104,2165,2,0
sp62081,1034,1,0,0,3,28,0,39,817,0,1
sp62570,4090,10,2,0,40,366,3,533,8229,61,7
sp62596,3616,11,13,5,57,339,4,693,8257,50,5
sp62618,4317,3,1,1,34,155,1,325,6441,29,3
sp62634,3355,4,4,0,21,128,1,310,5741,21,2
sp62650,844,1,0,0,8,32,0,101,1895,4,0
sp61956,1761,1,2,1,18,110,3,418,3353,27,0
sp62693,9527,18,15,3,145,689,5,1123,14732,105,12
sp62677,1153,3,5,0,15,59,0,85,1212,5,3
sp62731,7107,8,7,0,99,485,4,1108,9612,86,10
sp62758,4260,6,2,2,43,170,1,435,5108,30,2
sp62774,3310,5,2,3,49,210,1,509,5206,47,1
sp62790,1251,3,0,1,11,35,0,139,1227,7,0
sp62812,24029,45,26,7,314,2182,17,3202,23497,313,64
sp62839,1583,2,0,2,11,49,0,99,1101,1,0
sp62855,23376,29,42,10,298,2416,21,2828,21861,340,39
sp61484,5170,4,3,4,90,254,3,597,10277,55,5
sp62871,2193,0,1,0,17,80,0,176,3280,11,1
sp62898,6237,4,5,1,42,254,3,644,6379,51,2
sp61506,1386,0,1,1,35,60,0,179,1991,7,3
sp62910,259973,352,494,103,3281,22779,231,39165,320684,5910,567
sp62936,17546,20,38,9,403,1493,8,2574,22936,272,43
sp62952,9402,18,16,2,210,992,5,1871,14814,235,14
sp62979,1012,3,0,1,7,23,0,74,1676,4,2
sp62995,2888,2,2,0,76,130,0,424,3818,18,2
sp62103,1135,3,0,0,13,79,1,163,1556,4,0
sp61344,1448,2,0,1,9,51,1,86,1408,2,0
sp63070,3303,8,0,0,45,319,0,485,6695,39,1
sp63096,8548,16,6,7,139,809,5,1435,17898,160,19
sp63053,9426,30,11,5,131,639,2,1557,13973,114,17
sp63118,28924,50,43,10,373,2178,31,3753,40760,393,65
sp63134,110774,137,117,45,1464,9361,70,12805,85103,1309,237
sp63150,3070,4,5,1,26,88,3,232,3344,16,0
sp63177,4479,11,3,1,67,294,3,753,8738,56,5
sp63215,6147,8,0,1,22,181,2,567,4554,23,1
sp63231,18919,49,42,5,269,1706,4,2957,41207,350,23
sp63258,1425,0,2,0,12,58,0,153,2726,4,0
sp62715,16688,48,15,18,391,1730,28,3637,32466,429,31
sp63274,1559,1,1,0,33,130,0,261,3826,21,2
sp63290,4068,8,4,1,62,279,3,633,5782,37,3
sp63312,6860,14,13,2,169,663,2,1346,17471,156,15
sp63339,2715,3,8,0,49,216,3,414,6121,22,4
sp63355,2893,5,4,2,31,220,0,376,6336,28,4
sp63371,2625,10,2,1,28,146,4,312,3798,15,0
sp63398,1473,2,0,0,13,54,0,135,2481,8,0
sp63410,4739,4,3,0,29,183,2,669,4967,27,1
sp63436,1918,2,2,0,12,81,0,145,1955,5,1
sp63452,4435,10,8,0,65,301,3,456,11423,43,5
sp63479,2598,0,5,2,55,203,1,526,5867,46,4
sp63495,4790,8,15,3,57,386,5,765,8858,71,7
sp63517,985,0,0,0,10,33,0,114,2073,1,0
sp63533,1793,3,1,2,15,51,0,96,1032,4,0
sp63550,710,3,1,0,20,43,0,159,1647,3,1
sp63592,2066,2,0,0,13,55,2,177,3077,11,1
sp63576,13507,23,7,6,133,862,5,1267,17726,122,14
sp63614,65283,83,85,37,1023,5959,44,10424,57580,1121,142
sp63630,5988,15,7,7,89,569,0,969,11579,99,3
sp63657,2193,2,0,1,25,105,1,283,2863,22,0
sp63690,16148,35,31,7,215,1408,6,2970,22497,329,25
sp63673,560,1,0,0,7,21,0,86,917,5,0
sp63711,34848,60,30,15,393,2414,23,3509,29477,259,44
sp63738,5642,13,4,1,88,262,1,714,6496,47,3
sp63193,855,2,1,0,6,34,0,96,909,7,0
sp63010,5224,9,6,1,98,388,1,617,11256,54,5
sp63037,608,0,1,0,9,36,0,80,1162,2,0
sp63754,5151,13,9,1,124,436,1,1144,10961,60,5
sp63770,144525,127,138,46,1771,10111,61,13400,84519,1487,351
sp61123,583,0,0,0,6,38,0,56,564,2,0
sp63797,2168,7,0,1,19,123,2,385,4445,12,0
sp63819,2634,4,2,0,18,125,1,167,1919,10,1
sp63835,4417,16,13,1,61,307,0,573,8201,52,5
sp63851,994,0,0,0,2,28,0,57,586,1,0
sp63878,2074,2,3,0,16,96,0,310,2598,11,0
sp63894,6933,10,5,1,99,544,4,1122,16753,97,6
sp63916,2915,4,2,0,21,166,4,323,4023,27,4
sp63932,1888,2,0,0,13,124,0,161,3232,21,0
sp63959,1377,2,0,0,17,53,0,153,2248,9,1
sp63975,3509,2,1,0,56,81,2,257,3975,15,3
sp63991,3224,4,6,1,48,214,1,322,6503,31,2
sp61760,657,1,0,0,8,30,1,96,1321,2,0
sp61182,748,0,0,0,3,26,0,59,965,5,0
sp64017,83277,105,69,31,1311,5840,49,8919,53933,843,120
sp64033,18458,32,28,5,533,1514,10,2627,15845,214,35
